"APS","SE","data","tweets","casos","casos_est","casos_estmin","casos_estmax","tmin","Rt","pRt1","inc","cor","nivel"
"AP1",201001,"2010-01-06",NA,1,1,1,1,25.4285714285714,NA,NA,0.44060045029366,NA,"nulo"
"AP1",201002,"2010-01-13",NA,0,0,0,0,25.2857142857143,NA,NA,0,NA,"nulo"
"AP1",201003,"2010-01-20",NA,0,0,0,0,24.2857142857143,NA,NA,0,NA,"nulo"
"AP1",201004,"2010-01-27",NA,2,2,2,2,24.1666666666667,2,0.75,0.88120090058732,NA,"nulo"
"AP1",201005,"2010-02-03",NA,1,1,1,1,25.4285714285714,1.5,0.6875,0.44060045029366,NA,"nulo"
"AP1",201006,"2010-02-10",NA,5,5,5,5,25.7142857142857,2.66666666666667,0.9453125,2.2030022514683,2,"amarelo"
"AP1",201007,"2010-02-17",NA,3,3,3,3,24.4285714285714,1.125,0.598190307617187,1.32180135088098,2,"amarelo"
"AP1",201008,"2010-02-24",NA,6,6,6,6,24.5714285714286,1.55555555555556,0.856860637664795,2.64360270176196,2,"amarelo"
"AP1",201009,"2010-03-03",NA,3,3,3,3,22.1428571428571,0.857142857142857,0.345018982887268,1.32180135088098,2,"amarelo"
"AP1",201010,"2010-03-10",NA,3,3,3,3,24.8571428571429,1,0.5,1.32180135088098,2,"amarelo"
"AP1",201011,"2010-03-17",NA,2,2,2,2,23.8571428571429,0.666666666666667,0.179641723632813,0.88120090058732,2,"amarelo"
"AP1",201012,"2010-03-24",NA,5,5,5,5,25.8571428571429,1.25,0.685470581054688,2.2030022514683,2,"amarelo"
"AP1",201013,"2010-03-31",NA,4,4,4,4,24.1428571428571,1.1,0.588098526000976,1.76240180117464,2,"amarelo"
"AP1",201014,"2010-04-07",NA,4,4,4,4,21.2857142857143,1.18181818181818,0.661180257797241,1.76240180117464,2,"amarelo"
"AP1",201015,"2010-04-14",NA,2,2,2,2,21.7142857142857,0.769230769230769,0.261733531951904,0.88120090058732,2,"amarelo"
"AP1",201016,"2010-04-21",NA,1,1,1,1,24.4285714285714,0.7,0.227249145507812,0.44060045029366,2,"amarelo"
"AP1",201017,"2010-04-28",NA,10,10,10,10,22.5714285714286,1.85714285714286,0.916465759277344,4.4060045029366,NA,"nulo"
"AP1",201018,"2010-05-05",NA,7,7,7,7,22.8571428571429,1.38461538461538,0.819202695973217,3.08420315205562,2,"amarelo"
"AP1",201019,"2010-05-12",NA,8,8,8,8,20.7142857142857,1.38888888888889,0.86002188073553,3.52480360234928,2,"amarelo"
"AP1",201020,"2010-05-19",NA,4,4,4,4,21.2857142857143,0.76,0.180188826467884,1.76240180117464,2,"amarelo"
"AP1",201021,"2010-05-26",NA,3,3,3,3,21.2857142857143,0.789473684210526,0.243425120832398,1.32180135088098,2,"amarelo"
"AP1",201022,"2010-06-02",NA,2,2,2,2,19.7142857142857,0.6,0.105019807815552,0.88120090058732,NA,"nulo"
"AP1",201023,"2010-06-09",NA,0,0,0,0,18.4285714285714,0.555555555555556,0.1334228515625,0,NA,"nulo"
"AP1",201024,"2010-06-16",NA,6,6,6,6,17.8571428571429,1.6,0.80615234375,2.64360270176196,NA,"nulo"
"AP1",201025,"2010-06-23",NA,4,4,4,4,19.2857142857143,1.25,0.685470581054688,1.76240180117464,NA,"nulo"
"AP1",201026,"2010-06-30",NA,1,1,1,1,19.7142857142857,1.1,0.588098526000976,0.44060045029366,NA,"nulo"
"AP1",201027,"2010-07-07",NA,3,3,3,3,20.1428571428571,0.727272727272727,0.240341186523438,1.32180135088098,NA,"nulo"
"AP1",201028,"2010-07-14",NA,2,2,2,2,21,0.75,0.29052734375,0.88120090058732,NA,"nulo"
"AP1",201029,"2010-07-21",NA,4,4,4,4,20.7142857142857,1.5,0.78802490234375,1.76240180117464,NA,"nulo"
"AP1",201030,"2010-07-28",NA,4,4,4,4,20.5,1.11111111111111,0.592735290527344,1.76240180117464,NA,"nulo"
"AP1",201031,"2010-08-04",NA,5,5,5,5,20,1.3,0.738266468048096,2.2030022514683,NA,"nulo"
"AP1",201032,"2010-08-11",NA,4,4,4,4,19.4285714285714,1,0.5,1.76240180117464,NA,"nulo"
"AP1",201033,"2010-08-18",NA,3,3,3,3,17.2857142857143,0.923076923076923,0.419409871101379,1.32180135088098,NA,"nulo"
"AP1",201034,"2010-08-25",NA,1,1,1,1,20,0.666666666666667,0.179641723632813,0.44060045029366,NA,"nulo"
"AP1",201035,"2010-09-01",NA,2,2,2,2,21.4285714285714,0.75,0.29052734375,0.88120090058732,NA,"nulo"
"AP1",201036,"2010-09-08",NA,4,4,4,4,19.7142857142857,1.16666666666667,0.61279296875,1.76240180117464,NA,"nulo"
"AP1",201037,"2010-09-15",NA,2,2,2,2,20.5714285714286,1.14285714285714,0.604736328125,0.88120090058732,NA,"nulo"
"AP1",201038,"2010-09-22",NA,2,2,2,2,20.2857142857143,1,0.5,0.88120090058732,NA,"nulo"
"AP1",201039,"2010-09-29",NA,0,0,0,0,21.5,0.5,0.11328125,0,NA,"nulo"
"AP1",201040,"2010-10-06",NA,2,2,2,2,20.5714285714286,1,0.5,0.88120090058732,NA,"nulo"
"AP1",201041,"2010-10-13",NA,3,3,3,3,19.1428571428571,1.25,0.63671875,1.32180135088098,NA,"nulo"
"AP1",201042,"2010-10-20",NA,1,1,1,1,20.5714285714286,1.2,0.623046875,0.44060045029366,NA,"nulo"
"AP1",201043,"2010-10-27",NA,6,6,6,6,21.1428571428571,1.66666666666667,0.84912109375,2.64360270176196,NA,"nulo"
"AP1",201044,"2010-11-03",NA,2,2,2,2,22,0.9,0.407264709472656,0.88120090058732,NA,"nulo"
"AP1",201045,"2010-11-10",NA,1,1,1,1,21,1,0.5,0.44060045029366,NA,"nulo"
"AP1",201046,"2010-11-17",NA,4,4,4,4,21.1666666666667,0.777777777777778,0.303619384765625,1.76240180117464,NA,"nulo"
"AP1",201047,"2010-11-24",NA,5,5,5,5,23,1.42857142857143,0.772750854492188,2.2030022514683,NA,"nulo"
"AP1",201048,"2010-12-01",NA,6,6,6,6,25,1.5,0.846271872520447,2.64360270176196,NA,"nulo"
"AP1",201049,"2010-12-08",NA,6,6,6,6,24.4285714285714,1.13333333333333,0.639949934091419,2.64360270176196,2,"amarelo"
"AP1",201050,"2010-12-15",NA,10,10,10,10,24.5714285714286,1.29411764705882,0.791153904581734,4.4060045029366,2,"amarelo"
"AP1",201051,"2010-12-22",NA,4,4,4,4,25,0.909090909090909,0.377614328752315,1.76240180117464,2,"amarelo"
"AP1",201052,"2010-12-29",NA,8,8,8,8,23.8571428571429,1.1,0.622385671247685,3.52480360234928,2,"amarelo"
"AP1",201101,"2011-01-05",NA,17,17,17,17,24.7142857142857,1.31818181818182,0.838881839821226,7.49020765499222,2,"amarelo"
"AP1",201102,"2011-01-12",NA,31,31,31,31,24.8571428571429,1.93103448275862,0.998507338407776,13.6586139591035,2,"amarelo"
"AP1",201103,"2011-01-19",60,22,22,22,22,25.7142857142857,1.25,0.894836372601956,9.69320990646052,2,"amarelo"
"AP1",201104,"2011-01-26",73,47,47,47,47,24.8571428571429,1.42857142857143,0.989629479808206,20.708221163802,3,"laranja"
"AP1",201105,"2011-02-02",108,74,74,74,74,24,1.43,0.997201795245952,32.6044333217309,3,"laranja"
"AP1",201106,"2011-02-09",203,87,87,87,87,24.7142857142857,1.45454545454545,0.999752705759386,38.3322391755484,3,"laranja"
"AP1",201107,"2011-02-16",218,123,123,123,123,24.1428571428571,1.36538461538462,0.999704980349441,54.1938553861202,3,"laranja"
"AP1",201108,"2011-02-23",248,137,137,137,137,24,1.22183098591549,0.993993219098373,60.3622616902314,3,"laranja"
"AP1",201109,"2011-03-02",251,126,126,126,126,23,1.11239193083573,0.925300600477464,55.5156567370012,3,"laranja"
"AP1",201110,"2011-03-09",196,120,120,120,120,23,0.992227979274611,0.456902045161386,52.8720540352392,3,"laranja"
"AP1",201111,"2011-03-16",324,168,168,168,168,23.4285714285714,1.08093994778068,0.864070062253486,74.0208756493349,3,"laranja"
"AP1",201112,"2011-03-23",695,264,264,264,264,22.5,1.33333333333333,0.999995698840748,116.318518877526,4,"vermelho"
"AP1",201113,"2011-03-30",800,264,264,264,264,23.5714285714286,1.26086956521739,0.99997768576449,116.318518877526,4,"vermelho"
"AP1",201114,"2011-04-06",789,298,298,298,298,23.2857142857143,1.1867816091954,0.999573786283052,131.298934187511,4,"vermelho"
"AP1",201115,"2011-04-13",808,282,282,282,282,24.4285714285714,1.02179176755448,0.670242215861074,124.249326982812,4,"vermelho"
"AP1",201116,"2011-04-20",639,162,162,162,162,23.5714285714286,0.87914691943128,0.00519176574277502,71.3772729475729,4,"vermelho"
"AP1",201117,"2011-04-27",621,152,152,152,152,22.1428571428571,0.803234501347709,0.0000321262204121542,66.9712684446364,4,"vermelho"
"AP1",201118,"2011-05-04",526,169,169,169,169,22.2857142857143,0.810402684563758,0.000285988998304121,74.4614760996286,4,"vermelho"
"AP1",201119,"2011-05-11",671,110,110,110,110,21.1428571428571,0.892339544513458,0.0426020873767592,48.4660495323026,2,"amarelo"
"AP1",201120,"2011-05-18",450,89,89,89,89,19,0.853828306264501,0.0128371501586935,39.2134400761358,2,"amarelo"
"AP1",201121,"2011-05-25",289,58,58,58,58,19,0.698369565217391,0.00000419838937726347,25.5548261170323,2,"amarelo"
"AP1",201122,"2011-06-01",244,32,32,32,32,18.8571428571429,0.696498054474708,0.0000886902061192352,14.0992144093971,1,"verde"
"AP1",201123,"2011-06-08",159,19,19,19,19,17.8571428571429,0.608938547486033,0.0000165021550402322,8.37140855557954,1,"verde"
"AP1",201124,"2011-06-15",152,7,7,7,7,18.5714285714286,0.532110091743119,0.000033237951613696,3.08420315205562,1,"verde"
"AP1",201125,"2011-06-22",130,10,10,10,10,19.7142857142857,0.620689655172414,0.0110092941869617,4.4060045029366,1,"verde"
"AP1",201126,"2011-06-29",174,9,9,9,9,18.8571428571429,0.722222222222222,0.100015684256552,3.96540405264294,1,"verde"
"AP1",201127,"2011-07-06",109,5,5,5,5,16.5714285714286,0.923076923076923,0.387724827340785,2.2030022514683,1,"verde"
"AP1",201128,"2011-07-13",89,12,12,12,12,17.4285714285714,1.08333333333333,0.612275172659215,5.28720540352392,1,"verde"
"AP1",201129,"2011-07-20",95,11,11,11,11,20.5714285714286,1.07692307692308,0.60807684889525,4.84660495323026,1,"verde"
"AP1",201130,"2011-07-27",76,5,5,5,5,19.1428571428571,1,0.499999999999999,2.2030022514683,1,"verde"
"AP1",201131,"2011-08-03",56,1,1,1,1,18.8571428571429,0.607142857142857,0.0480708772103071,0.44060045029366,1,"verde"
"AP1",201132,"2011-08-10",57,6,6,6,6,19.5714285714286,0.705882352941177,0.172464225441218,2.64360270176196,1,"verde"
"AP1",201133,"2011-08-17",75,3,3,3,3,19.8333333333333,0.833333333333333,0.331811904907227,1.32180135088098,1,"verde"
"AP1",201134,"2011-08-24",43,3,3,3,3,19.1428571428571,1.2,0.668188095092773,1.32180135088098,1,"verde"
"AP1",201135,"2011-08-31",91,2,2,2,2,19.1428571428571,0.666666666666667,0.179641723632813,0.88120090058732,1,"verde"
"AP1",201136,"2011-09-07",58,2,2,2,2,19.5,0.875,0.395263671875,0.88120090058732,1,"verde"
"AP1",201137,"2011-09-14",59,0,0,0,0,19.4285714285714,0.571428571428571,0.171875,0,1,"verde"
"AP1",201138,"2011-09-21",42,9,9,9,9,19.5714285714286,2.75,0.9713134765625,3.96540405264294,1,"verde"
"AP1",201139,"2011-09-28",54,6,6,6,6,19,1.36363636363636,0.787821888923645,2.64360270176196,1,"verde"
"AP1",201140,"2011-10-05",68,5,5,5,5,20.6666666666667,1.33333333333333,0.804235847434029,2.2030022514683,1,"verde"
"AP1",201141,"2011-10-12",61,9,9,9,9,21.1428571428571,1,0.5,3.96540405264294,1,"verde"
"AP1",201142,"2011-10-19",88,8,8,8,8,18.8571428571429,1.1,0.622385671247685,3.52480360234928,1,"verde"
"AP1",201143,"2011-10-26",101,10,10,10,10,19.6666666666667,1.22727272727273,0.764560493189144,4.4060045029366,1,"verde"
"AP1",201144,"2011-11-02",81,10,10,10,10,18.1428571428571,1.03703703703704,0.554038424447625,4.4060045029366,1,"verde"
"AP1",201145,"2011-11-09",82,10,10,10,10,20.1666666666667,1.07142857142857,0.604316786110409,4.4060045029366,1,"verde"
"AP1",201146,"2011-11-16",85,11,11,11,11,20.7142857142857,1.03333333333333,0.551289086504285,4.84660495323026,1,"verde"
"AP1",201147,"2011-11-23",71,16,16,16,16,20.7142857142857,1.19354838709677,0.768091191051564,7.04960720469856,1,"verde"
"AP1",201148,"2011-11-30",97,16,16,16,16,20.8571428571429,1.16216216216216,0.750051561569836,7.04960720469856,1,"verde"
"AP1",201149,"2011-12-07",78,23,23,23,23,21.4285714285714,1.27906976744186,0.888561172708312,10.1338103567542,1,"verde"
"AP1",201150,"2011-12-14",98,25,25,25,25,22,1.16363636363636,0.79625723275555,11.0150112573415,1,"verde"
"AP1",201151,"2011-12-21",107,19,19,19,19,23.4285714285714,1.046875,0.603708738602952,8.37140855557954,1,"verde"
"AP1",201152,"2011-12-28",61,26,26,26,26,22,1.04477611940298,0.601448832565549,11.4556117076352,2,"amarelo"
"AP1",201201,"2012-01-04",140,36,36,36,36,22,1.15714285714286,0.815419265169105,15.8616162105718,2,"amarelo"
"AP1",201202,"2012-01-11",102,36,36,36,36,22.7142857142857,1.20987654320988,0.898769783818233,15.8616162105718,2,"amarelo"
"AP1",201203,"2012-01-18",125,45,45,45,45,23.1428571428571,1.19387755102041,0.903055277441646,19.8270202632147,2,"amarelo"
"AP1",201204,"2012-01-25",77,52,52,52,52,22,1.13675213675214,0.844700650983142,22.9112234152703,2,"amarelo"
"AP1",201205,"2012-02-01",86,72,72,72,72,22,1.27067669172932,0.981095186690184,31.7232324211435,2,"amarelo"
"AP1",201206,"2012-02-08",87,73,73,73,73,22.8571428571429,1.16568047337278,0.928671884717499,32.1638328714372,2,"amarelo"
"AP1",201207,"2012-02-15",120,56,56,56,56,23,1.02030456852792,0.579538757802454,24.673625216445,2,"amarelo"
"AP1",201208,"2012-02-22",102,113,113,113,113,23,1.20398009950249,0.974483619411891,49.7878508831836,2,"amarelo"
"AP1",201209,"2012-02-29",222,144,144,144,144,23.8571428571429,1.29338842975207,0.99873695059727,63.4464648422871,2,"amarelo"
"AP1",201210,"2012-03-07",242,150,150,150,150,22.8571428571429,1.30031948881789,0.999776135131289,66.090067544049,3,"laranja"
"AP1",201211,"2012-03-14",206,147,147,147,147,23,1.08353808353808,0.87865622755932,64.768266193168,3,"laranja"
"AP1",201212,"2012-03-21",252,149,149,149,149,23,1.01133786848073,0.566693769478344,65.6494670937554,3,"laranja"
"AP1",201213,"2012-03-28",267,161,161,161,161,22.7142857142857,1.02466367713004,0.642903488844213,70.9366724972793,3,"laranja"
"AP1",201214,"2012-04-04",262,183,183,183,183,23.4285714285714,1.07877461706783,0.87872702936524,80.6298824037398,3,"laranja"
"AP1",201215,"2012-04-11",300,252,252,252,252,23.3333333333333,1.20892494929006,0.999110206331526,111.031313474002,4,"vermelho"
"AP1",201216,"2012-04-18",442,244,244,244,244,22.2857142857143,1.13926174496644,0.989992014149937,107.506509871653,4,"vermelho"
"AP1",201217,"2012-04-25",556,283,283,283,283,22.5,1.14727540500736,0.995612432526061,124.689927433106,4,"vermelho"
"AP1",201218,"2012-05-02",429,253,253,253,253,20,1.0012836970475,0.510105473122998,111.471913924296,4,"vermelho"
"AP1",201219,"2012-05-09",561,250,250,250,250,20.7142857142857,1.00769230769231,0.560272503071073,110.150112573415,4,"vermelho"
"AP1",201220,"2012-05-16",437,264,264,264,264,18.8571428571429,0.975826972010178,0.314807244288568,116.318518877526,4,"vermelho"
"AP1",201221,"2012-05-23",323,243,243,243,243,19.7142857142857,0.986962190352021,0.398887113142706,107.065909421359,4,"vermelho"
"AP1",201222,"2012-05-30",377,138,138,138,138,21.7142857142857,0.852047556142668,0.00137819123237604,60.8028621405251,4,"vermelho"
"AP1",201223,"2012-06-06",271,116,116,116,116,21.1428571428571,0.770542635658915,0.00000573781471624457,51.1096522340646,4,"vermelho"
"AP1",201224,"2012-06-13",215,93,93,93,93,20.1428571428571,0.698189134808853,0.000000111212632880608,40.9758418773104,4,"vermelho"
"AP1",201225,"2012-06-20",162,54,54,54,54,21.4285714285714,0.757925072046109,0.000326226788571971,23.7924243158577,1,"verde"
"AP1",201226,"2012-06-27",169,37,37,37,37,19.7142857142857,0.699619771863118,0.0000884369344196223,16.3022166608654,1,"verde"
"AP1",201227,"2012-07-04",148,58,58,58,58,20.8333333333333,0.809782608695652,0.027291859032146,25.5548261170323,1,"verde"
"AP1",201228,"2012-07-11",147,37,37,37,37,18.3333333333333,0.885906040268456,0.154825968342244,16.3022166608654,1,"verde"
"AP1",201229,"2012-07-18",94,21,21,21,21,18,0.878787878787879,0.1543232131572,9.25260945616686,1,"verde"
"AP1",201230,"2012-07-25",66,20,20,20,20,20.4285714285714,0.672413793103448,0.00304347340307864,8.8120090058732,1,"verde"
"AP1",201231,"2012-08-01",90,28,28,28,28,20.5714285714286,0.884615384615385,0.228241117482563,12.3368126082225,1,"verde"
"AP1",201232,"2012-08-08",84,16,16,16,16,18.8571428571429,0.927536231884058,0.331792680169181,7.04960720469856,1,"verde"
"AP1",201233,"2012-08-15",63,27,27,27,27,20.1666666666667,1.109375,0.727232816760063,11.8962121579288,1,"verde"
"AP1",201234,"2012-08-22",56,18,18,18,18,18.8333333333333,0.859154929577465,0.191177160678068,7.93080810528588,1,"verde"
"AP1",201235,"2012-08-29",63,12,12,12,12,18.5714285714286,0.934426229508197,0.35585163846397,5.28720540352392,1,"verde"
"AP1",201236,"2012-09-05",53,10,10,10,10,18.7142857142857,0.701754385964912,0.0410965342784717,4.4060045029366,1,"verde"
"AP1",201237,"2012-09-12",84,10,10,10,10,20.7142857142857,0.8,0.171235499209935,4.4060045029366,1,"verde"
"AP1",201238,"2012-09-19",69,14,14,14,14,21.1666666666667,1.0625,0.597841499903299,6.16840630411124,1,"verde"
"AP1",201239,"2012-09-26",49,12,12,12,12,17,1.05882352941176,0.595025473540537,5.28720540352392,1,"verde"
"AP1",201240,"2012-10-03",52,11,11,11,11,19.7142857142857,1.02777777777778,0.546852837648457,4.84660495323026,1,"verde"
"AP1",201241,"2012-10-10",48,4,4,4,4,21.3333333333333,0.72972972972973,0.103683949928428,1.76240180117464,1,"verde"
"AP1",201242,"2012-10-17",63,12,12,12,12,20.2857142857143,1,0.499999999999999,5.28720540352392,1,"verde"
"AP1",201243,"2012-10-24",87,4,4,4,4,22.1666666666667,0.740740740740741,0.150997806594831,1.76240180117464,1,"verde"
"AP1",201244,"2012-10-31",60,10,10,10,10,22.5714285714286,1.3,0.814350982764494,4.4060045029366,1,"verde"
"AP1",201245,"2012-11-07",53,12,12,12,12,21.8,1,0.499999999999998,5.28720540352392,1,"verde"
"AP1",201246,"2012-11-14",70,5,5,5,5,20.2,1.03846153846154,0.555058017361731,2.2030022514683,1,"verde"
"AP1",201247,"2012-11-21",64,5,5,5,5,20.8571428571429,0.814814814814815,0.235439506810856,2.2030022514683,1,"verde"
"AP1",201248,"2012-11-28",74,7,7,7,7,21.6666666666667,0.772727272727273,0.208846095418266,3.08420315205562,1,"verde"
"AP1",201249,"2012-12-05",86,10,10,10,10,24,1.29411764705882,0.791153904581734,4.4060045029366,1,"verde"
"AP1",201250,"2012-12-12",86,9,9,9,9,23.4285714285714,1.18181818181818,0.719967685209894,3.96540405264294,1,"verde"
"AP1",201251,"2012-12-19",71,11,11,11,11,24.2857142857143,1.15384615384615,0.704973334111682,4.84660495323026,2,"amarelo"
"AP1",201252,"2012-12-26",72,8,8,8,8,24.5,0.933333333333333,0.395683213889591,3.52480360234928,2,"amarelo"
"AP1",201301,"2013-01-02",96,14,14,14,14,24.2857142857143,1.17857142857143,0.740520998405173,6.16840630411124,2,"amarelo"
"AP1",201302,"2013-01-09",135,48,48,48,48,24.1428571428571,2.12121212121212,0.999893304373294,21.1488216140957,2,"amarelo"
"AP1",201303,"2013-01-16",212,58,58,58,58,23,1.71428571428571,0.999872449946489,25.5548261170323,2,"amarelo"
"AP1",201304,"2013-01-23",195,44,44,44,44,23,1.25,0.966409803637241,19.386419812921,3,"laranja"
"AP1",201305,"2013-01-30",185,53,53,53,53,23.4285714285714,1.03333333333333,0.612827889824246,23.351823865564,3,"laranja"
"AP1",201306,"2013-02-06",184,50,50,50,50,23,0.948387096774194,0.322395285270881,22.030022514683,3,"laranja"
"AP1",201307,"2013-02-13",224,85,85,85,85,24.2857142857143,1.27891156462585,0.987638015882062,37.4510382749611,3,"laranja"
"AP1",201308,"2013-02-20",440,185,185,185,185,25.4,1.70212765957447,0.999999998129902,81.5110833043271,2,"amarelo"
"AP1",201309,"2013-02-27",473,174,174,174,174,23.1666666666667,1.3875,0.99999657959381,76.6644783510969,3,"laranja"
"AP1",201310,"2013-03-06",474,170,170,170,170,25,1.19144144144144,0.996812898899734,74.9020765499222,3,"laranja"
"AP1",201311,"2013-03-13",659,249,249,249,249,24.25,1.12098298676749,0.972054850436083,109.709512123121,4,"vermelho"
"AP1",201312,"2013-03-20",869,248,248,248,248,23.2,1.1247892074199,0.981510889332364,109.268911672828,4,"vermelho"
"AP1",201313,"2013-03-27",852,242,242,242,242,22.6666666666667,1.10794602698651,0.972644264854017,106.625308971066,4,"vermelho"
"AP1",201314,"2013-04-03",932,348,348,348,348,23.5,1.1339648173207,0.993692607362473,153.328956702194,4,"vermelho"
"AP1",201315,"2013-04-10",1369,350,350,350,350,23.2857142857143,1.12171837708831,0.992244509736148,154.210157602781,4,"vermelho"
"AP1",201316,"2013-04-17",783,345,345,345,345,20.7142857142857,1.10957446808511,0.989666370893754,152.007155351313,4,"vermelho"
"AP1",201317,"2013-04-24",601,218,218,218,218,19.8571428571429,0.87535953978907,0.00163517693437065,96.0508981640179,4,"vermelho"
"AP1",201318,"2013-05-01",443,231,231,231,231,21.5714285714286,0.869660460021906,0.00197502534774396,101.778704017836,4,"vermelho"
"AP1",201319,"2013-05-08",368,150,150,150,150,18.8571428571429,0.7544080604534,0.0000000825630843692693,66.090067544049,4,"vermelho"
"AP1",201320,"2013-05-15",304,128,128,128,128,20.7142857142857,0.84974958263773,0.00340189593912577,56.3968576375885,4,"vermelho"
"AP1",201321,"2013-05-22",206,77,77,77,77,20.1666666666667,0.697445972495088,0.0000000736982739280023,33.9262346726118,4,"vermelho"
"AP1",201322,"2013-05-29",193,50,50,50,50,20,0.71830985915493,0.0000244483151654595,22.030022514683,1,"verde"
"AP1",201323,"2013-06-05",164,27,27,27,27,20.4285714285714,0.603921568627451,0.000000251298418074697,11.8962121579288,1,"verde"
"AP1",201324,"2013-06-12",146,20,20,20,20,20.6666666666667,0.62987012987013,0.000147478962973624,8.8120090058732,1,"verde"
"AP1",201325,"2013-06-19",150,19,19,19,19,21,0.680412371134021,0.00730618153976481,8.37140855557954,1,"verde"
"AP1",201326,"2013-06-26",123,3,3,3,3,20.8571428571429,0.636363636363636,0.0099501901272343,1.32180135088098,1,"verde"
"AP1",201327,"2013-07-03",88,7,7,7,7,19.3333333333333,0.69047619047619,0.0598046678149426,3.08420315205562,1,"verde"
"AP1",201328,"2013-07-10",90,4,4,4,4,18.1428571428571,0.482758620689655,0.00976023639123014,1.76240180117464,1,"verde"
"AP1",201329,"2013-07-17",84,7,7,7,7,20.5,1.28571428571429,0.763435170054436,3.08420315205562,1,"verde"
"AP1",201330,"2013-07-24",57,2,2,2,2,18.6666666666667,0.722222222222222,0.180797304026783,0.88120090058732,1,"verde"
"AP1",201331,"2013-07-31",148,8,8,8,8,17.1428571428571,1.30769230769231,0.77087084017694,3.52480360234928,1,"verde"
"AP1",201332,"2013-08-07",155,2,2,2,2,20.5714285714286,0.705882352941177,0.172464225441218,0.88120090058732,1,"verde"
"AP1",201333,"2013-08-14",71,0,0,0,0,18.2857142857143,0.833333333333333,0.331811904907227,0,1,"verde"
"AP1",201334,"2013-08-21",97,3,3,3,3,20.4285714285714,0.5,0.08978271484375,1.32180135088098,1,"verde"
"AP1",201335,"2013-08-28",63,0,0,0,0,18.7142857142857,0.6,0.2265625,0,1,"verde"
"AP1",201336,"2013-09-04",55,4,4,4,4,20,2.33333333333333,0.91015625,1.76240180117464,1,"verde"
"AP1",201337,"2013-09-11",46,4,4,4,4,20.7142857142857,1.14285714285714,0.604736328125,1.76240180117464,1,"verde"
"AP1",201338,"2013-09-18",115,1,1,1,1,22.5714285714286,1.125,0.598190307617187,0.44060045029366,1,"verde"
"AP1",201339,"2013-09-25",45,6,6,6,6,19.6666666666667,1.22222222222222,0.676197052001953,2.64360270176196,1,"verde"
"AP1",201340,"2013-10-02",56,0,0,0,0,21.5714285714286,0.636363636363636,0.166152954101563,0,1,"verde"
"AP1",201341,"2013-10-09",53,2,2,2,2,19.5,1.14285714285714,0.604736328125,0.88120090058732,1,"verde"
"AP1",201342,"2013-10-16",57,2,2,2,2,21.3333333333333,0.5,0.11328125,0.88120090058732,1,"verde"
"AP1",201343,"2013-10-23",69,1,1,1,1,22.5,1.25,0.63671875,0.44060045029366,1,"verde"
"AP1",201344,"2013-10-30",66,2,2,2,2,21,1,0.5,0.88120090058732,1,"verde"
"AP1",201345,"2013-11-06",54,2,2,2,2,20.3333333333333,1,0.5,0.88120090058732,1,"verde"
"AP1",201346,"2013-11-13",63,2,2,2,2,22.7142857142857,1.2,0.623046875,0.88120090058732,1,"verde"
"AP1",201347,"2013-11-20",86,4,4,4,4,21.1666666666667,1.33333333333333,0.70947265625,1.76240180117464,1,"verde"
"AP1",201348,"2013-11-27",74,3,3,3,3,22.8571428571429,1.125,0.598190307617187,1.32180135088098,1,"verde"
"AP1",201349,"2013-12-04",60,6,6,6,6,22.2857142857143,1.44444444444444,0.808344841003418,2.64360270176196,1,"verde"
"AP1",201350,"2013-12-11",NA,2,2,2,2,22.7142857142857,0.846153846153846,0.338819742202759,0.88120090058732,2,"amarelo"
"AP1",201351,"2013-12-18",NA,3,3,3,3,22.1428571428571,1,0.5,1.32180135088098,2,"amarelo"
"AP1",201352,"2013-12-25",NA,0,0,0,0,23.8571428571429,0.454545454545455,0.059234619140625,0,2,"amarelo"
"AP1",201401,"2014-01-01",27,6,6,6,6,25.5,1.8,0.8665771484375,2.64360270176196,2,"amarelo"
"AP1",201402,"2014-01-08",77,12,12,12,12,24.7142857142857,2,0.962240651249886,5.28720540352392,2,"amarelo"
"AP1",201403,"2014-01-15",82,5,5,5,5,23.6666666666667,1.27777777777778,0.785204746078306,2.2030022514683,2,"amarelo"
"AP1",201404,"2014-01-22",76,12,12,12,12,25,1.26086956521739,0.799469004486031,5.28720540352392,2,"amarelo"
"AP1",201405,"2014-01-29",91,9,9,9,9,25.1666666666667,0.896551724137931,0.341744614117669,3.96540405264294,2,"amarelo"
"AP1",201406,"2014-02-05",65,11,11,11,11,24.7142857142857,1.23076923076923,0.786478571748372,4.84660495323026,2,"amarelo"
"AP1",201407,"2014-02-12",77,9,9,9,9,23.8571428571429,0.90625,0.349441713810003,3.96540405264294,2,"amarelo"
"AP1",201408,"2014-02-19",68,3,3,3,3,22.7142857142857,0.793103448275862,0.200530995513969,1.32180135088098,2,"amarelo"
"AP1",201409,"2014-02-26",77,9,9,9,9,23.8571428571429,0.91304347826087,0.380395821280673,3.96540405264294,2,"amarelo"
"AP1",201410,"2014-03-05",75,5,5,5,5,23.5,0.80952380952381,0.255687890792615,2.2030022514683,2,"amarelo"
"AP1",201411,"2014-03-12",66,6,6,6,6,24,1.17647058823529,0.691140341485152,2.64360270176196,2,"amarelo"
"AP1",201412,"2014-03-19",92,13,13,13,13,23.8333333333333,1.2,0.728807994071757,5.72780585381758,2,"amarelo"
