"APS","SE","data","tweets","casos","casos_est","casos_estmin","casos_estmax","tmin","Rt","pRt1","inc","cor","nivel"
"AP3.2",201509,"2015-03-04",94,11,11,11,11,22.7142857142857,1.41176470588235,0.865906374472615,2.24619983827361,2,"amarelo"
"AP3.2",201510,"2015-03-11",129,9,9,9,9,24,1.29166666666667,0.829554529389951,1.83779986767841,2,"amarelo"
"AP3.2",201511,"2015-03-18",137,13,13,13,13,22.8571428571429,1.06451612903226,0.599346753747966,2.65459980886881,2,"amarelo"
"AP3.2",201512,"2015-03-25",146,28,28,28,28,21.7142857142857,1.51515151515152,0.970095830832842,5.71759958833283,2,"amarelo"
"AP3.2",201513,"2015-04-01",141,17,17,17,17,22.4285714285714,1.16,0.780279949110458,3.47139975005922,2,"amarelo"
"AP3.2",201514,"2015-04-08",187,27,27,27,27,20.7142857142857,1.24137931034483,0.891219373080269,5.51339960303523,2,"amarelo"
"AP3.2",201515,"2015-04-15",349,37,37,37,37,22,1.125,0.767245500866153,7.55539945601124,2,"amarelo"
"AP3.2",201516,"2015-04-22",253,59,59,59,59,22.8571428571429,1.51851851851852,0.99844812462884,12.0477991325585,2,"amarelo"
"AP3.2",201517,"2015-04-29",321,71,71,71,71,19.7142857142857,1.35772357723577,0.995236255537863,14.4981989561297,2,"amarelo"
"AP3.2",201518,"2015-05-06",598,69,69,69,69,19.8571428571429,1.19161676646707,0.953096396055763,14.0897989855345,3,"laranja"
"AP3.2",201519,"2015-05-13",408,113,113,113,113,18.8571428571429,1.2713567839196,0.994541450937147,23.0745983386289,3,"laranja"
"AP3.2",201520,"2015-05-20",310,101,101,101,101,19.2857142857143,1.11857707509881,0.902710318166464,20.6241985150577,3,"laranja"
"AP3.2",201521,"2015-05-27",295,106,106,106,106,19.5714285714286,1.13074204946996,0.93425770932997,21.6451984415457,3,"laranja"
"AP3.2",201522,"2015-06-03",211,96,96,96,96,18.8571428571429,0.946875,0.247749501619969,19.6031985885697,3,"laranja"
"AP3.2",201523,"2015-06-10",156,85,85,85,85,18.4285714285714,0.947194719471947,0.254878681667122,17.3569987502961,3,"laranja"
"AP3.2",201524,"2015-06-17",116,91,91,91,91,18.2857142857143,0.947735191637631,0.262732536945885,18.5821986620817,3,"laranja"
"AP3.2",201525,"2015-06-24",118,44,44,44,44,17,0.808823529411765,0.0094238671314999,8.98479935309445,1,"verde"
"AP3.2",201526,"2015-07-01",132,55,55,55,55,17.4285714285714,0.863636363636364,0.068935343798475,11.2309991913681,1,"verde"
"AP3.2",201527,"2015-07-08",99,30,32,30,34,18,0.689473684210526,0.000471858720771712,6.53439952952323,1,"verde"
"AP3.2",201528,"2015-07-15",81,15,16,15,17,18.5714285714286,0.786259541984733,0.0331863972490645,3.26719976476162,1,"verde"
"AP3.2",201529,"2015-07-22",104,29,31,30,33,18.6984126984127,0.766990291262136,0.0370735197954201,6.33019954422563,1,"verde"
"AP3.2",201530,"2015-07-29",84,24,27,25,29,20,0.936708860759494,0.342604375535172,5.51339960303523,1,"verde"
"AP3.2",201531,"2015-08-05",80,18,20,19,22,18.2857142857143,1.05405405405405,0.627543060874514,4.08399970595202,1,"verde"
"AP3.2",201532,"2015-08-12",83,22,26,24,29,16.8571428571429,0.935897435897436,0.341615880052049,5.30919961773763,1,"verde"
"AP3.2",201533,"2015-08-19",79,34,44,40,48,18.5714285714286,1.23287671232877,0.909255063035607,8.98479935309445,1,"verde"
"AP3.2",201534,"2015-08-26",59,22,32,27,36,18.5714285714286,1.13333333333333,0.807355801840785,6.53439952952323,1,"verde"
"AP3.2",201535,"2015-09-02",107,34,63,55,68,18.1428571428571,1.36274509803922,0.991627783945422,12.8645990737489,1,"verde"
"AP3.2",201536,"2015-09-09",103,4,13,9,16,19,0.776978417266187,0.0239394101171954,2.65459980886881,1,"verde"
"AP3.3",201001,"2010-01-06",NA,1,1,1,1,25.1666666666667,NA,NA,0.108182490880216,NA,"nulo"
"AP3.3",201002,"2010-01-13",NA,3,3,3,3,24.4285714285714,NA,NA,0.324547472640648,NA,"nulo"
"AP3.3",201003,"2010-01-20",NA,1,1,1,1,23.8571428571429,NA,NA,0.108182490880216,NA,"nulo"
"AP3.3",201004,"2010-01-27",NA,3,3,3,3,23.7142857142857,1.4,0.7255859375,0.324547472640648,NA,"nulo"
"AP3.3",201005,"2010-02-03",NA,2,2,2,2,25.1428571428571,0.857142857142857,0.38720703125,0.216364981760432,NA,"nulo"
"AP3.3",201006,"2010-02-10",NA,2,2,2,2,24.6666666666667,1.16666666666667,0.61279296875,0.216364981760432,2,"amarelo"
"AP3.3",201007,"2010-02-17",NA,4,4,4,4,24.5714285714286,1.14285714285714,0.604736328125,0.432729963520864,2,"amarelo"
"AP3.3",201008,"2010-02-24",NA,4,4,4,4,23.3333333333333,1.25,0.685470581054688,0.432729963520864,2,"amarelo"
"AP3.3",201009,"2010-03-03",NA,7,7,7,7,21.5714285714286,1.5,0.846271872520447,0.757277436161512,2,"amarelo"
"AP3.3",201010,"2010-03-10",NA,7,7,7,7,23.5714285714286,1.2,0.701692552072927,0.757277436161512,2,"amarelo"
"AP3.3",201011,"2010-03-17",NA,5,5,5,5,22.5714285714286,1.05555555555556,0.56603029978578,0.54091245440108,2,"amarelo"
"AP3.3",201012,"2010-03-24",NA,7,7,7,7,23.5714285714286,1,0.5,0.757277436161512,2,"amarelo"
"AP3.3",201013,"2010-03-31",NA,2,2,2,2,23.1428571428571,0.736842105263158,0.188542793737724,0.216364981760432,2,"amarelo"
"AP3.3",201014,"2010-04-07",NA,2,2,2,2,20,0.785714285714286,0.270628094673157,0.216364981760432,2,"amarelo"
"AP3.3",201015,"2010-04-14",NA,3,3,3,3,19.7142857142857,0.636363636363636,0.166152954101563,0.324547472640648,2,"amarelo"
"AP3.3",201016,"2010-04-21",NA,2,2,2,2,22.4285714285714,1,0.5,0.216364981760432,2,"amarelo"
"AP3.3",201017,"2010-04-28",NA,7,7,7,7,21,1.71428571428571,0.881057739257812,0.757277436161512,NA,"nulo"
"AP3.3",201018,"2010-05-05",NA,8,8,8,8,20.7142857142857,1.41666666666667,0.827535774558782,0.865459927041728,NA,"nulo"
"AP3.3",201019,"2010-05-12",NA,10,10,10,10,18.5,1.47058823529412,0.894488201195599,1.08182490880216,NA,"nulo"
"AP3.3",201020,"2010-05-19",NA,8,8,8,8,19.1428571428571,1.04,0.556137586329607,0.865459927041728,NA,"nulo"
"AP3.3",201021,"2010-05-26",NA,8,8,8,8,18.8571428571429,1,0.499999999999998,0.865459927041728,NA,"nulo"
"AP3.3",201022,"2010-06-02",NA,4,4,4,4,17.4285714285714,0.769230769230769,0.185649017235506,0.432729963520864,NA,"nulo"
"AP3.3",201023,"2010-06-09",NA,3,3,3,3,15.8571428571429,0.75,0.195764152565971,0.324547472640648,NA,"nulo"
"AP3.3",201024,"2010-06-16",NA,9,9,9,9,14.8571428571429,1.06666666666667,0.572232224047184,0.973642417921944,NA,"nulo"
"AP3.3",201025,"2010-06-23",NA,5,5,5,5,16.6666666666667,1.0625,0.569974967045709,0.54091245440108,NA,"nulo"
"AP3.3",201026,"2010-06-30",NA,9,9,9,9,17.1428571428571,1.35294117647059,0.831608182405034,0.973642417921944,NA,"nulo"
"AP3.3",201027,"2010-07-07",NA,13,13,13,13,16.5714285714286,1.17391304347826,0.715913793575417,1.40637238144281,NA,"nulo"
"AP3.3",201028,"2010-07-14",NA,9,9,9,9,19.5,1.14814814814815,0.701679119813459,0.973642417921944,NA,"nulo"
"AP3.3",201029,"2010-07-21",NA,4,4,4,4,18.2857142857143,0.838709677419355,0.252201880011413,0.432729963520864,NA,"nulo"
"AP3.3",201030,"2010-07-28",NA,12,12,12,12,18.1666666666667,0.961538461538462,0.443862413670393,1.29818989056259,NA,"nulo"
"AP3.3",201031,"2010-08-04",NA,6,6,6,6,18.3333333333333,0.88,0.329369038511829,0.649094945281296,NA,"nulo"
"AP3.3",201032,"2010-08-11",NA,11,11,11,11,17,1.31818181818182,0.838881839821226,1.19000739968238,NA,"nulo"
"AP3.3",201033,"2010-08-18",NA,4,4,4,4,14.1428571428571,0.724137931034483,0.126434865083802,0.432729963520864,NA,"nulo"
"AP3.3",201034,"2010-08-25",NA,11,11,11,11,16.8571428571429,1.23809523809524,0.769304408931617,1.19000739968238,NA,"nulo"
"AP3.3",201035,"2010-09-01",NA,1,1,1,1,19,0.615384615384615,0.0586376029787063,0.108182490880216,NA,"nulo"
"AP3.3",201036,"2010-09-08",NA,3,3,3,3,17.8571428571429,0.9375,0.427767775952816,0.324547472640648,NA,"nulo"
"AP3.3",201037,"2010-09-15",NA,1,1,1,1,17.8571428571429,0.333333333333333,0.00960540771484375,0.108182490880216,NA,"nulo"
"AP3.3",201038,"2010-09-22",NA,1,1,1,1,19.1666666666667,1,0.5,0.108182490880216,NA,"nulo"
"AP3.3",201039,"2010-09-29",NA,3,3,3,3,21.1428571428571,1,0.5,0.324547472640648,NA,"nulo"
"AP3.3",201040,"2010-10-06",NA,5,5,5,5,19.5,1.8,0.8665771484375,0.54091245440108,NA,"nulo"
"AP3.3",201041,"2010-10-13",NA,3,3,3,3,16.8333333333333,1.22222222222222,0.676197052001953,0.324547472640648,NA,"nulo"
"AP3.3",201042,"2010-10-20",NA,6,6,6,6,19.5,1.27272727272727,0.729371905326843,0.649094945281296,NA,"nulo"
"AP3.3",201043,"2010-10-27",NA,4,4,4,4,20.1428571428571,0.928571428571429,0.422509491443634,0.432729963520864,NA,"nulo"
"AP3.3",201044,"2010-11-03",NA,4,4,4,4,21,1.07692307692308,0.577490508556366,0.432729963520864,NA,"nulo"
"AP3.3",201045,"2010-11-10",NA,13,13,13,13,20.8571428571429,1.5,0.885259493486956,1.40637238144281,NA,"nulo"
"AP3.3",201046,"2010-11-17",NA,6,6,6,6,20,1.0952380952381,0.619604178719327,0.649094945281296,NA,"nulo"
"AP3.3",201047,"2010-11-24",NA,13,13,13,13,22.7142857142857,1.39130434782609,0.889835752911694,1.40637238144281,NA,"nulo"
"AP3.3",201048,"2010-12-01",NA,23,23,23,23,24.2857142857143,1.3125,0.879177638429624,2.48819729024497,NA,"nulo"
"AP3.3",201049,"2010-12-08",NA,21,21,21,21,23.8571428571429,1.35714285714286,0.935353708023213,2.27183230848454,3,"laranja"
"AP3.3",201050,"2010-12-15",NA,27,27,27,27,23.7142857142857,1.24561403508772,0.893017422982289,2.92092725376583,3,"laranja"
"AP3.3",201051,"2010-12-22",NA,28,28,28,28,24,1.07042253521127,0.660418239810726,3.02910974464605,3,"laranja"
"AP3.3",201052,"2010-12-29",NA,29,29,29,29,22.8,1.10526315789474,0.737037746837249,3.13729223552626,3,"laranja"
"AP3.3",201101,"2011-01-05",NA,42,42,42,42,23.6666666666667,1.17857142857143,0.866928985378502,4.54366461696907,3,"laranja"
"AP3.3",201102,"2011-01-12",NA,36,36,36,36,24.1666666666667,1.08080808080808,0.711777986209775,3.89456967168778,2,"amarelo"
"AP3.3",201103,"2011-01-19",60,46,46,46,46,24.8571428571429,1.1588785046729,0.868866485447905,4.97639458048994,2,"amarelo"
"AP3.3",201104,"2011-01-26",73,78,78,78,78,24.4285714285714,1.29032258064516,0.983913103370686,8.43823428865685,2,"amarelo"
"AP3.3",201105,"2011-02-02",108,134,134,134,134,24.1428571428571,1.6125,0.999999284520428,14.4964537779489,3,"laranja"
"AP3.3",201106,"2011-02-09",203,212,212,212,212,24.7142857142857,1.64341085271318,0.999999999918419,22.9346880666058,3,"laranja"
"AP3.3",201107,"2011-02-16",218,258,258,258,258,24.2857142857143,1.42452830188679,0.999999991034223,27.9110826470957,3,"laranja"
"AP3.3",201108,"2011-02-23",248,220,220,220,220,24.4285714285714,1.14238410596026,0.991630414587361,23.8001479936475,3,"laranja"
"AP3.3",201109,"2011-03-02",251,190,190,190,190,22.8571428571429,0.968115942028986,0.275188870553688,20.554673267241,3,"laranja"
"AP3.3",201110,"2011-03-09",196,247,247,247,247,22.5714285714286,0.983532934131736,0.381215488509577,26.7210752474134,3,"laranja"
"AP3.3",201111,"2011-03-16",324,313,313,313,313,23,1.14155251141553,0.993448893114778,33.8611196455076,3,"laranja"
"AP3.3",201112,"2011-03-23",695,454,454,454,454,22.7142857142857,1.352,0.999999999850255,49.1148508596181,2,"amarelo"
"AP3.3",201113,"2011-03-30",800,436,436,436,436,23.1428571428571,1.18639053254438,0.999970554264897,47.1675660237742,3,"laranja"
"AP3.3",201114,"2011-04-06",789,569,569,569,569,22,1.21280133000831,0.999999658926863,61.5558373108429,3,"laranja"
"AP3.3",201115,"2011-04-13",808,461,461,461,461,23.1428571428571,1.00479780671693,0.55149863204752,49.8721282957796,3,"laranja"
"AP3.3",201116,"2011-04-20",639,409,409,409,409,22.4285714285714,0.981582537517053,0.308178095385158,44.2466387700083,3,"laranja"
"AP3.3",201117,"2011-04-27",621,418,418,418,418,20.6666666666667,0.895066018068103,0.00190938579232114,45.2202811879303,3,"laranja"
"AP3.3",201118,"2011-05-04",526,314,314,314,314,20.6666666666667,0.885869565217391,0.00142214846065136,33.9693021363878,2,"amarelo"
"AP3.3",201119,"2011-05-11",671,278,278,278,278,20,0.885188431200701,0.00235677944239299,30.0747324647001,2,"amarelo"
"AP3.3",201120,"2011-05-18",450,258,258,258,258,17.7142857142857,0.841584158415842,0.000102392674687812,27.9110826470957,1,"verde"
"AP3.3",201121,"2011-05-25",289,151,151,151,151,17,0.808235294117647,0.000015723814617008,16.3355561229126,1,"verde"
"AP3.3",201122,"2011-06-01",244,165,165,165,165,17.8571428571429,0.83551673944687,0.000722912588381419,17.8501109952356,1,"verde"
"AP3.3",201123,"2011-06-08",159,121,121,121,121,15.5714285714286,0.761324041811847,0.00000790406157158419,13.0900813965061,1,"verde"
"AP3.3",201124,"2011-06-15",152,83,83,83,83,16,0.844393592677345,0.00824547289697086,8.97914674305793,1,"verde"
"AP3.3",201125,"2011-06-22",130,82,82,82,82,17.6666666666667,0.775067750677507,0.000577994956012295,8.87096425217771,1,"verde"
"AP3.3",201126,"2011-06-29",174,55,55,55,55,16.5,0.769230769230769,0.00163746479529514,5.95003699841188,1,"verde"
"AP3.3",201127,"2011-07-06",109,39,39,39,39,15.4285714285714,0.8,0.0133556992191961,4.21911714432842,1,"verde"
"AP3.3",201128,"2011-07-13",89,31,31,31,31,15.5,0.710227272727273,0.00158463360075034,3.3536572172867,1,"verde"
"AP3.3",201129,"2011-07-20",95,21,21,21,21,18.5714285714286,0.728,0.0100963789841436,2.27183230848454,1,"verde"
"AP3.3",201130,"2011-07-27",76,19,19,19,19,16.5714285714286,0.78021978021978,0.0573479716348265,2.0554673267241,1,"verde"
"AP3.3",201131,"2011-08-03",56,15,15,15,15,17.1428571428571,0.774647887323944,0.07606043348338,1.62273736320324,1,"verde"
"AP3.3",201132,"2011-08-10",57,9,9,9,9,18.2857142857143,0.781818181818182,0.111438827291688,0.973642417921944,1,"verde"
"AP3.3",201133,"2011-08-17",75,21,21,21,21,19,1.04651162790698,0.584813495157123,2.27183230848454,1,"verde"
"AP3.3",201134,"2011-08-24",43,15,15,15,15,18,1,0.499999999999999,1.62273736320324,1,"verde"
"AP3.3",201135,"2011-08-31",91,12,12,12,12,17.7142857142857,1.06666666666667,0.62267412519475,1.29818989056259,1,"verde"
"AP3.3",201136,"2011-09-07",58,19,19,19,19,16.1428571428571,0.958333333333333,0.417923067315743,2.0554673267241,1,"verde"
"AP3.3",201137,"2011-09-14",59,14,14,14,14,18.5714285714286,0.978260869565217,0.458064438505645,1.51455487232302,1,"verde"
"AP3.3",201138,"2011-09-21",42,22,22,22,22,17.5714285714286,1.22222222222222,0.842560054481189,2.38001479936475,1,"verde"
"AP3.3",201139,"2011-09-28",54,23,23,23,23,18,1.07272727272727,0.646558869254023,2.48819729024497,1,"verde"
"AP3.3",201140,"2011-10-05",68,18,18,18,18,20.3333333333333,1.06779661016949,0.641852942711679,1.94728483584389,1,"verde"
"AP3.3",201141,"2011-10-12",61,21,21,21,21,21.6666666666667,0.984126984126984,0.464246082062426,2.27183230848454,1,"verde"
"AP3.3",201142,"2011-10-19",88,10,10,10,10,18.1428571428571,0.790322580645161,0.107488268871649,1.08182490880216,1,"verde"
"AP3.3",201143,"2011-10-26",101,16,16,16,16,20.5714285714286,0.959183673469388,0.418778035364537,1.73091985408346,1,"verde"
"AP3.3",201144,"2011-11-02",81,31,31,31,31,16.8,1.21276595744681,0.837760609855967,3.3536572172867,1,"verde"
"AP3.3",201145,"2011-11-09",82,46,46,46,46,20.1428571428571,1.63157894736842,0.998472763257526,4.97639458048994,1,"verde"
"AP3.3",201146,"2011-11-16",85,36,36,36,36,20.3333333333333,1.21505376344086,0.918853231065426,3.89456967168778,1,"verde"
"AP3.3",201147,"2011-11-23",71,61,61,61,61,20.3333333333333,1.26548672566372,0.969961708567414,6.59913194369318,3,"laranja"
"AP3.3",201148,"2011-11-30",97,58,58,58,58,21,1.08391608391608,0.756851030268281,6.27458447105253,3,"laranja"
"AP3.3",201149,"2011-12-07",78,61,61,61,61,22.1428571428571,1.16129032258065,0.91438087226135,6.59913194369318,3,"laranja"
"AP3.3",201150,"2011-12-14",98,83,83,83,83,22.2857142857143,1.12222222222222,0.870162590237097,8.97914674305793,3,"laranja"
"AP3.3",201151,"2011-12-21",107,76,76,76,76,22.8571428571429,1.08910891089109,0.809817980565247,8.22186930689642,2,"amarelo"
"AP3.3",201152,"2011-12-28",61,122,122,122,122,22.1428571428571,1.27727272727273,0.996842370363116,13.1982638873864,2,"amarelo"
"AP3.3",201201,"2012-01-04",140,172,172,172,172,21.8571428571429,1.31672597864769,0.999763773825932,18.6073884313972,2,"amarelo"
"AP3.3",201202,"2012-01-11",102,227,227,227,227,22.7142857142857,1.40810810810811,0.999999804535183,24.557425429809,3,"laranja"
"AP3.3",201203,"2012-01-18",125,399,399,399,399,23.5714285714286,1.53166986564299,0.999999999999991,43.1648138612062,3,"laranja"
"AP3.3",201204,"2012-01-25",77,396,396,396,396,22.5714285714286,1.28070175438596,0.999999927388682,42.8402663885655,3,"laranja"
"AP3.3",201205,"2012-02-01",86,445,445,445,445,21.4285714285714,1.2133072407045,0.999997762912692,48.1412084416961,3,"laranja"
"AP3.3",201206,"2012-02-08",87,554,554,554,554,23.8333333333333,1.125,0.998739853096482,59.9330999476397,3,"laranja"
"AP3.3",201207,"2012-02-15",120,833,833,833,833,23,1.31326164874552,0.999999999999993,90.1160149032199,3,"laranja"
"AP3.3",201208,"2012-02-22",102,832,832,832,832,23.5714285714286,1.21124454148472,0.999999999419848,90.0078324123397,3,"laranja"
"AP3.3",201209,"2012-02-29",222,1231,1231,1231,1231,24.3333333333333,1.30509238395674,1,133.172646273546,4,"vermelho"
"AP3.3",201210,"2012-03-07",242,1261,1261,1261,1261,22.7142857142857,1.14779005524862,0.999999971723136,136.418120999952,4,"vermelho"
"AP3.3",201211,"2012-03-14",206,1120,1120,1120,1120,23.2857142857143,1.08664259927798,0.999728714469955,121.164389785842,4,"vermelho"
"AP3.3",201212,"2012-03-21",252,1230,1230,1230,1230,23,0.999723145071982,0.495305749188278,133.064463782666,4,"vermelho"
"AP3.3",201213,"2012-03-28",267,1241,1241,1241,1241,23.2,0.994461368042094,0.406839208036469,134.254471182348,4,"vermelho"
"AP3.3",201214,"2012-04-04",262,1187,1187,1187,1187,22.7142857142857,1.01865775549986,0.784353272978959,128.412616674816,4,"vermelho"
"AP3.3",201215,"2012-04-11",300,1447,1447,1447,1447,22.6666666666667,1.05932203389831,0.993799391777692,156.540064303673,4,"vermelho"
"AP3.3",201216,"2012-04-18",442,1745,1745,1745,1745,20.8333333333333,1.13006451612903,0.999999985677183,188.778446585977,4,"vermelho"
"AP3.3",201217,"2012-04-25",556,1659,1659,1659,1659,21.2857142857143,1.10778716601964,0.999999554340039,179.474752370278,4,"vermelho"
"AP3.3",201218,"2012-05-02",429,1442,1442,1442,1442,19.4285714285714,0.99896928468357,0.479751472374407,155.999151849271,4,"vermelho"
"AP3.3",201219,"2012-05-09",561,1285,1285,1285,1285,19.5714285714286,0.90507635163021,0.000000839240975603062,139.014500781078,4,"vermelho"
"AP3.3",201220,"2012-05-16",437,1059,1059,1059,1059,17.8,0.863201094391245,0.0000000000156247237370621,114.565257842149,4,"vermelho"
"AP3.3",201221,"2012-05-23",323,1057,1057,1057,1057,17.8571428571429,0.898309561542525,0.00000277663671655048,114.348892860388,4,"vermelho"
"AP3.3",201222,"2012-05-30",377,907,907,907,907,20.6666666666667,0.888856218759189,0.00000119184253499771,98.1215192283559,4,"vermelho"
"AP3.3",201223,"2012-06-06",271,579,579,579,579,20.7142857142857,0.841217333774396,0.0000000000604046812568981,62.6376622196451,4,"vermelho"
"AP3.3",201224,"2012-06-13",215,497,497,497,497,19.1666666666667,0.77978765237908,0,53.7666979674674,4,"vermelho"
"AP3.3",201225,"2012-06-20",162,376,376,376,376,20.3333333333333,0.732223903177005,0,40.6766165709612,1,"verde"
"AP3.3",201226,"2012-06-27",169,250,250,250,250,17.5,0.773415977961432,0.0000000000419614343272201,27.045622720054,1,"verde"
"AP3.3",201227,"2012-07-04",148,195,195,195,195,17.7142857142857,0.731077471059662,0.00000000000332733840480159,21.0955857216421,1,"verde"
"AP3.3",201228,"2012-07-11",147,108,108,108,108,17.1428571428571,0.673568818514007,0.000000000000200062189037453,11.6837090150633,1,"verde"
"AP3.3",201229,"2012-07-18",94,124,124,124,124,17.1428571428571,0.772151898734177,0.0000276256457776292,13.4146288691468,1,"verde"
"AP3.3",201230,"2012-07-25",66,77,77,77,77,18,0.723653395784543,0.00000646063271192432,8.33005179777663,1,"verde"
"AP3.3",201231,"2012-08-01",90,75,75,75,75,18.8571428571429,0.893203883495146,0.0860137450474294,8.1136868160162,1,"verde"
"AP3.3",201232,"2012-08-08",84,61,61,61,61,16,0.771739130434783,0.00214933331777667,6.59913194369318,1,"verde"
"AP3.3",201233,"2012-08-15",63,83,83,83,83,17.2857142857143,1.02816901408451,0.613693405954186,8.97914674305793,1,"verde"
"AP3.3",201234,"2012-08-22",56,50,50,50,50,17.1428571428571,0.885844748858447,0.109013804907442,5.4091245440108,1,"verde"
"AP3.3",201235,"2012-08-29",63,45,45,45,45,17.5714285714286,0.917525773195876,0.203094148895671,4.86821208960972,1,"verde"
"AP3.3",201236,"2012-09-05",53,22,22,22,22,17.4285714285714,0.657303370786517,0.000178809512992206,2.38001479936475,1,"verde"
"AP3.3",201237,"2012-09-12",84,34,34,34,34,20.4285714285714,0.863247863247863,0.138690079402423,3.67820468992734,1,"verde"
"AP3.3",201238,"2012-09-19",69,25,25,25,25,20.8,0.801980198019802,0.0684525306714028,2.7045622720054,1,"verde"
"AP3.3",201239,"2012-09-26",49,25,25,25,25,16.7142857142857,1.03703703703704,0.592564609326307,2.7045622720054,1,"verde"
"AP3.3",201240,"2012-10-03",52,21,21,21,21,18.5714285714286,0.845238095238095,0.147406756996646,2.27183230848454,1,"verde"
"AP3.3",201241,"2012-10-10",48,27,27,27,27,20.5714285714286,1.02816901408451,0.566375046451197,2.92092725376583,1,"verde"
"AP3.3",201242,"2012-10-17",63,39,39,39,39,19.7142857142857,1.19178082191781,0.866587368199839,4.21911714432842,1,"verde"
"AP3.3",201243,"2012-10-24",87,18,18,18,18,22.7142857142857,0.96551724137931,0.409052983951472,1.94728483584389,1,"verde"
"AP3.3",201244,"2012-10-31",60,24,24,24,24,23.2857142857143,0.964285714285714,0.407435390673693,2.59637978112518,1,"verde"
"AP3.3",201245,"2012-11-07",53,20,20,20,20,22.6,0.765432098765432,0.0552567232364221,2.16364981760432,2,"amarelo"
"AP3.3",201246,"2012-11-14",70,10,10,10,10,20.4285714285714,0.870967741935484,0.227907014777596,1.08182490880216,2,"amarelo"
"AP3.3",201247,"2012-11-21",64,20,20,20,20,21,0.925925925925926,0.346842982512242,2.16364981760432,2,"amarelo"
"AP3.3",201248,"2012-11-28",74,27,27,27,27,21.7142857142857,1.14,0.751622803485527,2.92092725376583,2,"amarelo"
"AP3.3",201249,"2012-12-05",86,21,21,21,21,23.8571428571429,1.19298245614035,0.838376176407508,2.27183230848454,1,"verde"
"AP3.3",201250,"2012-12-12",86,31,31,31,31,24.75,1.16176470588235,0.818660618456161,3.3536572172867,1,"verde"
"AP3.3",201251,"2012-12-19",71,16,16,16,16,25,0.860759493670886,0.181339381543839,1.73091985408346,2,"amarelo"
"AP3.3",201252,"2012-12-26",72,8,8,8,8,25.7142857142857,0.808823529411765,0.119544406238458,0.865459927041728,2,"amarelo"
"AP3.3",201301,"2013-01-02",96,34,34,34,34,24,1.05454545454545,0.611517624315164,3.67820468992734,2,"amarelo"
"AP3.3",201302,"2013-01-09",135,52,52,52,52,22.6,1.62068965517241,0.998370296320262,5.62548952577123,2,"amarelo"
"AP3.3",201303,"2013-01-16",212,54,54,54,54,22,1.48936170212766,0.998746077329552,5.84185450753167,2,"amarelo"
"AP3.3",201304,"2013-01-23",195,78,78,78,78,23,1.31428571428571,0.992884905698313,8.43823428865685,3,"laranja"
"AP3.3",201305,"2013-01-30",185,137,137,137,137,23,1.46195652173913,0.999969544351742,14.8210012505896,3,"laranja"
"AP3.3",201306,"2013-02-06",184,110,110,110,110,22.8571428571429,1.20817843866171,0.989305152467527,11.9000739968238,3,"laranja"
"AP3.3",201307,"2013-02-13",224,145,145,145,145,25.2857142857143,1.20615384615385,0.993885177659746,15.6864611776313,3,"laranja"
"AP3.3",201308,"2013-02-20",440,252,252,252,252,25.1428571428571,1.29336734693878,0.999939110617327,27.2619877018144,3,"laranja"
"AP3.3",201309,"2013-02-27",473,278,278,278,278,23,1.33136094674556,0.999999512343608,30.0747324647001,3,"laranja"
"AP3.3",201310,"2013-03-06",474,320,320,320,320,24.4285714285714,1.25925925925926,0.999996396198081,34.6183970816691,3,"laranja"
"AP3.3",201311,"2013-03-13",659,477,477,477,477,24.2857142857143,1.26470588235294,0.99999985908557,51.603048149863,3,"laranja"
"AP3.3",201312,"2013-03-20",869,453,453,453,453,22.8,1.16279069767442,0.999859219875778,49.0066683687379,3,"laranja"
"AP3.3",201313,"2013-03-27",852,432,432,432,432,22.5714285714286,1.0896,0.985815128888658,46.7348360602533,3,"laranja"
"AP3.3",201314,"2013-04-03",932,585,585,585,585,22.7142857142857,1.07929515418502,0.978821180339782,63.2867571649264,3,"laranja"
"AP3.3",201315,"2013-04-10",1369,541,541,541,541,22.8571428571429,1.05986394557823,0.945149661377686,58.5267275661969,3,"laranja"
"AP3.3",201316,"2013-04-17",783,399,399,399,399,20,0.978818998716303,0.276117168694844,43.1648138612062,3,"laranja"
"AP3.3",201317,"2013-04-24",601,297,297,297,297,18.6666666666667,0.811147540983607,0.0000000205781727213861,32.1301997914242,3,"laranja"
"AP3.3",201318,"2013-05-01",443,388,388,388,388,20.2857142857143,0.876313662085691,0.000742680766768533,41.9748064615238,3,"laranja"
"AP3.3",201319,"2013-05-08",368,236,236,236,236,17.8333333333333,0.849630996309963,0.000134733184218971,25.531067847731,1,"verde"
"AP3.3",201320,"2013-05-15",304,158,158,158,158,19.3333333333333,0.849077090119435,0.000374512373597313,17.0928335590741,1,"verde"
"AP3.3",201321,"2013-05-22",206,148,148,148,148,19.6666666666667,0.69309462915601,0.0000000000184298132310801,16.011008650272,1,"verde"
"AP3.3",201322,"2013-05-29",193,82,82,82,82,18.8571428571429,0.715867158671587,0.00000020548500712092,8.87096425217771,1,"verde"
"AP3.3",201323,"2013-06-05",164,75,75,75,75,19,0.786082474226804,0.000792626181533418,8.1136868160162,1,"verde"
"AP3.3",201324,"2013-06-12",146,64,64,64,64,19.4285714285714,0.724590163934426,0.000119687585802053,6.92367941633383,1,"verde"
"AP3.3",201325,"2013-06-19",150,43,43,43,43,19.1428571428571,0.823529411764706,0.0258112509668474,4.65184710784929,1,"verde"
