,UF,Município,"Cód IBGE","Cód Região de Saúde","Nome da Região de Saúde"
489,BA,Ourolândia,292335,29014,Jacobina
490,BA,"Palmas de Monte Alto",292340,29007,Guanambi
491,BA,Palmeiras,292350,29023,Seabra
492,BA,Paramirim,292360,29003,Brumado
493,BA,Paratinga,292370,29008,Ibotirama
494,BA,Paripiranga,292380,29019,"Ribeira do Pombal"
495,BA,"Pau Brasil",292390,29012,Itabuna
496,BA,"Paulo Afonso",292400,29017,"Paulo Afonso"
497,BA,"Pé de Serra",292405,29006,"Feira de Santana"
498,BA,Pedrão,292410,29001,Alagoinhas
499,BA,"Pedro Alexandre",292420,29017,"Paulo Afonso"
500,BA,Piatã,292430,29023,Seabra
501,BA,"Pilão Arcado",292440,29016,Juazeiro
502,BA,Pindaí,292450,29007,Guanambi
503,BA,Pindobaçu,292460,29024,"Senhor do Bonfim"
504,BA,Pintadas,292465,29006,"Feira de Santana"
505,BA,"Piraí do Norte",292467,29027,Valença
506,BA,Piripá,292470,29028,"Vitória da Conquista"
507,BA,Piritiba,292480,29014,Jacobina
508,BA,Planaltino,292490,29015,Jequié
509,BA,Planalto,292500,29028,"Vitória da Conquista"
510,BA,Poções,292510,29028,"Vitória da Conquista"
511,BA,Pojuca,292520,29004,Camaçari
512,BA,"Ponto Novo",292525,29024,"Senhor do Bonfim"
513,BA,"Porto Seguro",292530,29018,"Porto Seguro"
514,BA,Potiraguá,292540,29013,Itapetinga
515,BA,Prado,292550,29026,"Teixeira de Freitas"
516,BA,"Presidente Dutra",292560,29010,Irecê
517,BA,"Presidente Jânio Quadros",292570,29028,"Vitória da Conquista"
518,BA,"Presidente Tancredo Neves",292575,29022,"Santo Antônio de Jesus"
519,BA,Queimadas,292580,29025,Serrinha
520,BA,Quijingue,292590,29025,Serrinha
521,BA,Quixabeira,292593,29014,Jacobina
522,BA,"Rafael Jambeiro",292595,29006,"Feira de Santana"
523,BA,Remanso,292600,29016,Juazeiro
524,BA,Retirolândia,292610,29025,Serrinha
525,BA,"Riachão das Neves",292620,29002,Barreiras
526,BA,"Riachão do Jacuípe",292630,29006,"Feira de Santana"
527,BA,"Riacho de Santana",292640,29007,Guanambi
528,BA,"Ribeira do Amparo",292650,29019,"Ribeira do Pombal"
529,BA,"Ribeira do Pombal",292660,29019,"Ribeira do Pombal"
530,BA,"Ribeirão do Largo",292665,29028,"Vitória da Conquista"
531,BA,"Rio de Contas",292670,29003,Brumado
532,BA,"Rio do Antônio",292680,29007,Guanambi
533,BA,"Rio do Pires",292690,29003,Brumado
534,BA,"Rio Real",292700,29001,Alagoinhas
535,BA,Rodelas,292710,29017,"Paulo Afonso"
536,BA,"Ruy Barbosa",292720,29011,Itaberaba
537,BA,"Salinas da Margarida",292730,29022,"Santo Antônio de Jesus"
538,BA,Salvador,292740,29020,Salvador
539,BA,"Santa Bárbara",292750,29006,"Feira de Santana"
540,BA,"Santa Brígida",292760,29017,"Paulo Afonso"
541,BA,"Santa Cruz Cabrália",292770,29018,"Porto Seguro"
542,BA,"Santa Cruz da Vitória",292780,29012,Itabuna
543,BA,"Santa Inês",292790,29015,Jequié
544,BA,Santaluz,292800,29025,Serrinha
545,BA,"Santa Luzia",292805,29009,Ilhéus
546,BA,"Santa Maria da Vitória",292810,29021,"Santa Maria da Vitória"
547,BA,Santana,292820,29021,"Santa Maria da Vitória"
548,BA,Santanópolis,292830,29006,"Feira de Santana"
549,BA,"Santa Rita de Cássia",292840,29002,Barreiras
550,BA,"Santa Teresinha",292850,29022,"Santo Antônio de Jesus"
551,BA,"Santo Amaro",292860,29020,Salvador
552,BA,"Santo Antônio de Jesus",292870,29022,"Santo Antônio de Jesus"
553,BA,"Santo Estêvão",292880,29006,"Feira de Santana"
554,BA,"São Desidério",292890,29002,Barreiras
555,BA,"São Domingos",292895,29025,Serrinha
556,BA,"São Felipe",292910,29022,"Santo Antônio de Jesus"
557,BA,"São Félix",292900,29005,"Cruz das Almas"
558,BA,"São Félix do Coribe",292905,29021,"Santa Maria da Vitória"
559,BA,"São Francisco do Conde",292920,29020,Salvador
560,BA,"São Gabriel",292925,29010,Irecê
561,BA,"São Gonçalo dos Campos",292930,29006,"Feira de Santana"
562,BA,"São José da Vitória",292935,29012,Itabuna
563,BA,"São José do Jacuípe",292937,29014,Jacobina
564,BA,"São Miguel das Matas",292940,29022,"Santo Antônio de Jesus"
565,BA,"São Sebastião do Passé",292950,29020,Salvador
566,BA,Sapeaçu,292960,29005,"Cruz das Almas"
567,BA,"Sátiro Dias",292970,29001,Alagoinhas
568,BA,Saubara,292975,29020,Salvador
569,BA,Saúde,292980,29014,Jacobina
570,BA,Seabra,292990,29023,Seabra
571,BA,"Sebastião Laranjeiras",293000,29007,Guanambi
572,BA,"Senhor do Bonfim",293010,29024,"Senhor do Bonfim"
573,BA,"Sento Sé",293020,29016,Juazeiro
574,BA,"Serra do Ramalho",293015,29021,"Santa Maria da Vitória"
575,BA,"Serra Dourada",293030,29021,"Santa Maria da Vitória"
576,BA,"Serra Preta",293040,29006,"Feira de Santana"
577,BA,Serrinha,293050,29025,Serrinha
578,BA,Serrolândia,293060,29014,Jacobina
579,BA,"Simões Filho",293070,29004,Camaçari
580,BA,"Sítio do Mato",293075,29021,"Santa Maria da Vitória"
581,BA,"Sítio do Quinto",293076,29019,"Ribeira do Pombal"
582,BA,Sobradinho,293077,29016,Juazeiro
583,BA,"Souto Soares",293080,29023,Seabra
584,BA,"Tabocas do Brejo Velho",293090,29002,Barreiras
585,BA,Tanhaçu,293100,29003,Brumado
586,BA,"Tanque Novo",293105,29007,Guanambi
587,BA,Tanquinho,293110,29006,"Feira de Santana"
588,BA,Taperoá,293120,29027,Valença
589,BA,Tapiramutá,293130,29014,Jacobina
590,BA,"Teixeira de Freitas",293135,29026,"Teixeira de Freitas"
591,BA,"Teodoro Sampaio",293140,29006,"Feira de Santana"
592,BA,Teofilândia,293150,29025,Serrinha
593,BA,Teolândia,293160,29027,Valença
594,BA,"Terra Nova",293170,29006,"Feira de Santana"
595,BA,Tremedal,293180,29028,"Vitória da Conquista"
596,BA,Tucano,293190,29025,Serrinha
597,BA,Uauá,293200,29016,Juazeiro
598,BA,Ubaíra,293210,29022,"Santo Antônio de Jesus"
599,BA,Ubaitaba,293220,29012,Itabuna
600,BA,Ubatã,293230,29012,Itabuna
601,BA,Uibaí,293240,29010,Irecê
602,BA,Umburanas,293245,29014,Jacobina
603,BA,Una,293250,29009,Ilhéus
604,BA,Urandi,293260,29007,Guanambi
605,BA,Uruçuca,293270,29009,Ilhéus
606,BA,Utinga,293280,29011,Itaberaba
607,BA,Valença,293290,29027,Valença
608,BA,Valente,293300,29025,Serrinha
609,BA,"Várzea da Roça",293305,29014,Jacobina
610,BA,"Várzea do Poço",293310,29014,Jacobina
611,BA,"Várzea Nova",293315,29014,Jacobina
612,BA,Varzedo,293317,29022,"Santo Antônio de Jesus"
613,BA,"Vera Cruz",293320,29020,Salvador
614,BA,Vereda,293325,29026,"Teixeira de Freitas"
615,BA,"Vitória da Conquista",293330,29028,"Vitória da Conquista"
616,BA,Wagner,293340,29011,Itaberaba
617,BA,Wanderley,293345,29002,Barreiras
618,BA,"Wenceslau Guimarães",293350,29027,Valença
619,BA,Xique-Xique,293360,29010,Irecê
620,CE,Abaiara,230010,23019,"19ª Região Brejo Santo"
621,CE,Acarape,230015,23003,"3ª Região Maracanaú"
622,CE,Acaraú,230020,23012,"12ª Região Acaraú"
623,CE,Acopiara,230030,23018,"18ª Região Iguatú"
624,CE,Aiuaba,230040,23014,"14ª Região Tauá"
625,CE,Alcântaras,230050,23011,"11ª Região Sobral"
626,CE,Altaneira,230060,23020,"20ª Região Crato"
627,CE,"Alto Santo",230070,23010,"10ª Região Limoeiro do Norte"
628,CE,Amontada,230075,23006,"6ª Região Itapipoca"
629,CE,"Antonina do Norte",230080,23020,"20ª Região Crato"
630,CE,Apuiarés,230090,23002,"2ª Região Caucaia"
631,CE,Aquiraz,230100,23001,"1ª Região Fortaleza"
632,CE,Aracati,230110,23007,"7ª Região Aracati"
633,CE,Aracoiaba,230120,23004,"4ª Região Baturité"
634,CE,Ararendá,230125,23015,"15ª Região Crateús"
635,CE,Araripe,230130,23020,"20ª Região Crato"
636,CE,Aratuba,230140,23004,"4ª Região Baturité"
637,CE,Arneiroz,230150,23014,"14ª Região Tauá"
638,CE,Assaré,230160,23020,"20ª Região Crato"
639,CE,Aurora,230170,23019,"19ª Região Brejo Santo"
640,CE,Baixio,230180,23017,"17ª Região Icó"
641,CE,Banabuiú,230185,23008,"8ª Região Quixadá"
642,CE,Barbalha,230190,23021,"21ª Região Juazeiro do Norte"
643,CE,Barreira,230195,23003,"3ª Região Maracanaú"
644,CE,Barro,230200,23019,"19ª Região Brejo Santo"
645,CE,Barroquinha,230205,23016,"16ª Região Camocim"
646,CE,Baturité,230210,23004,"4ª Região Baturité"
647,CE,Beberibe,230220,23022,"22ª Região Cascavel"
648,CE,"Bela Cruz",230230,23012,"12ª Região Acaraú"
649,CE,"Boa Viagem",230240,23005,"5ª Região Canindé"
650,CE,"Brejo Santo",230250,23019,"19ª Região Brejo Santo"
651,CE,Camocim,230260,23016,"16ª Região Camocim"
652,CE,"Campos Sales",230270,23020,"20ª Região Crato"
653,CE,Canindé,230280,23005,"5ª Região Canindé"
654,CE,Capistrano,230290,23004,"4ª Região Baturité"
655,CE,Caridade,230300,23005,"5ª Região Canindé"
656,CE,Cariré,230310,23011,"11ª Região Sobral"
657,CE,Caririaçu,230320,23021,"21ª Região Juazeiro do Norte"
658,CE,Cariús,230330,23018,"18ª Região Iguatú"
659,CE,Carnaubal,230340,23013,"13ª Região Tianguá"
660,CE,Cascavel,230350,23022,"22ª Região Cascavel"
661,CE,Catarina,230360,23018,"18ª Região Iguatú"
662,CE,Catunda,230365,23011,"11ª Região Sobral"
663,CE,Caucaia,230370,23002,"2ª Região Caucaia"
664,CE,Cedro,230380,23017,"17ª Região Icó"
665,CE,Chaval,230390,23016,"16ª Região Camocim"
666,CE,Choró,230393,23008,"8ª Região Quixadá"
667,CE,Chorozinho,230395,23022,"22ª Região Cascavel"
668,CE,Coreaú,230400,23011,"11ª Região Sobral"
669,CE,Crateús,230410,23015,"15ª Região Crateús"
670,CE,Crato,230420,23020,"20ª Região Crato"
671,CE,Croatá,230423,23013,"13ª Região Tianguá"
672,CE,Cruz,230425,23012,"12ª Região Acaraú"
673,CE,"Deputado Irapuan Pinheiro",230426,23018,"18ª Região Iguatú"
674,CE,Ererê,230427,23010,"10ª Região Limoeiro do Norte"
675,CE,Eusébio,230428,23001,"1ª Região Fortaleza"
676,CE,"Farias Brito",230430,23020,"20ª Região Crato"
677,CE,Forquilha,230435,23011,"11ª Região Sobral"
678,CE,Fortaleza,230440,23001,"1ª Região Fortaleza"
679,CE,Fortim,230445,23007,"7ª Região Aracati"
680,CE,Frecheirinha,230450,23011,"11ª Região Sobral"
681,CE,"General Sampaio",230460,23002,"2ª Região Caucaia"
682,CE,Graça,230465,23011,"11ª Região Sobral"
683,CE,Granja,230470,23016,"16ª Região Camocim"
684,CE,Granjeiro,230480,23021,"21ª Região Juazeiro do Norte"
685,CE,Groaíras,230490,23011,"11ª Região Sobral"
686,CE,Guaiúba,230495,23003,"3ª Região Maracanaú"
687,CE,"Guaraciaba do Norte",230500,23013,"13ª Região Tianguá"
688,CE,Guaramiranga,230510,23004,"4ª Região Baturité"
689,CE,Hidrolândia,230520,23011,"11ª Região Sobral"
690,CE,Horizonte,230523,23022,"22ª Região Cascavel"
691,CE,Ibaretama,230526,23008,"8ª Região Quixadá"
692,CE,Ibiapina,230530,23013,"13ª Região Tianguá"
693,CE,Ibicuitinga,230533,23008,"8ª Região Quixadá"
694,CE,Icapuí,230535,23007,"7ª Região Aracati"
695,CE,Icó,230540,23017,"17ª Região Icó"
696,CE,Iguatu,230550,23018,"18ª Região Iguatú"
697,CE,Independência,230560,23015,"15ª Região Crateús"
698,CE,Ipaporanga,230565,23015,"15ª Região Crateús"
699,CE,Ipaumirim,230570,23017,"17ª Região Icó"
700,CE,Ipu,230580,23011,"11ª Região Sobral"
701,CE,Ipueiras,230590,23015,"15ª Região Crateús"
702,CE,Iracema,230600,23010,"10ª Região Limoeiro do Norte"
703,CE,Irauçuba,230610,23011,"11ª Região Sobral"
704,CE,Itaiçaba,230620,23007,"7ª Região Aracati"
705,CE,Itaitinga,230625,23001,"1ª Região Fortaleza"
706,CE,Itapagé,230630,23002,"2ª Região Caucaia"
707,CE,Itapipoca,230640,23006,"6ª Região Itapipoca"
708,CE,Itapiúna,230650,23004,"4ª Região Baturité"
709,CE,Itarema,230655,23012,"12ª Região Acaraú"
710,CE,Itatira,230660,23005,"5ª Região Canindé"
711,CE,Jaguaretama,230670,23009,"9ª Região Russas"
712,CE,Jaguaribara,230680,23010,"10ª Região Limoeiro do Norte"
713,CE,Jaguaribe,230690,23010,"10ª Região Limoeiro do Norte"
714,CE,Jaguaruana,230700,23009,"9ª Região Russas"
715,CE,Jardim,230710,23021,"21ª Região Juazeiro do Norte"
716,CE,Jati,230720,23019,"19ª Região Brejo Santo"
717,CE,"Jijoca de Jericoacoara",230725,23012,"12ª Região Acaraú"
718,CE,"Juazeiro do Norte",230730,23021,"21ª Região Juazeiro do Norte"
719,CE,Jucás,230740,23018,"18ª Região Iguatú"
720,CE,"Lavras da Mangabeira",230750,23017,"17ª Região Icó"
721,CE,"Limoeiro do Norte",230760,23010,"10ª Região Limoeiro do Norte"
722,CE,Madalena,230763,23005,"5ª Região Canindé"
723,CE,Maracanaú,230765,23003,"3ª Região Maracanaú"
724,CE,Maranguape,230770,23003,"3ª Região Maracanaú"
725,CE,Marco,230780,23012,"12ª Região Acaraú"
726,CE,Martinópole,230790,23016,"16ª Região Camocim"
727,CE,Massapê,230800,23011,"11ª Região Sobral"
728,CE,Mauriti,230810,23019,"19ª Região Brejo Santo"
729,CE,Meruoca,230820,23011,"11ª Região Sobral"
730,CE,Milagres,230830,23019,"19ª Região Brejo Santo"
731,CE,Milhã,230835,23008,"8ª Região Quixadá"
732,CE,Miraíma,230837,23006,"6ª Região Itapipoca"
733,CE,"Missão Velha",230840,23021,"21ª Região Juazeiro do Norte"
734,CE,Mombaça,230850,23018,"18ª Região Iguatú"
735,CE,"Monsenhor Tabosa",230860,23015,"15ª Região Crateús"
736,CE,"Morada Nova",230870,23009,"9ª Região Russas"
737,CE,Moraújo,230880,23011,"11ª Região Sobral"
738,CE,Morrinhos,230890,23012,"12ª Região Acaraú"
739,CE,Mucambo,230900,23011,"11ª Região Sobral"
740,CE,Mulungu,230910,23004,"4ª Região Baturité"
741,CE,"Nova Olinda",230920,23020,"20ª Região Crato"
742,CE,"Nova Russas",230930,23015,"15ª Região Crateús"
743,CE,"Novo Oriente",230940,23015,"15ª Região Crateús"
744,CE,Ocara,230945,23022,"22ª Região Cascavel"
745,CE,Orós,230950,23017,"17ª Região Icó"
746,CE,Pacajus,230960,23022,"22ª Região Cascavel"
747,CE,Pacatuba,230970,23003,"3ª Região Maracanaú"
748,CE,Pacoti,230980,23004,"4ª Região Baturité"
749,CE,Pacujá,230990,23011,"11ª Região Sobral"
750,CE,Palhano,231000,23009,"9ª Região Russas"
751,CE,Palmácia,231010,23003,"3ª Região Maracanaú"
752,CE,Paracuru,231020,23002,"2ª Região Caucaia"
753,CE,Paraipaba,231025,23002,"2ª Região Caucaia"
754,CE,Parambu,231030,23014,"14ª Região Tauá"
755,CE,Paramoti,231040,23005,"5ª Região Canindé"
756,CE,"Pedra Branca",231050,23008,"8ª Região Quixadá"
757,CE,Penaforte,231060,23019,"19ª Região Brejo Santo"
758,CE,Pentecoste,231070,23002,"2ª Região Caucaia"
759,CE,Pereiro,231080,23010,"10ª Região Limoeiro do Norte"
760,CE,Pindoretama,231085,23022,"22ª Região Cascavel"
761,CE,"Piquet Carneiro",231090,23018,"18ª Região Iguatú"
762,CE,"Pires Ferreira",231095,23011,"11ª Região Sobral"
763,CE,Poranga,231100,23015,"15ª Região Crateús"
764,CE,Porteiras,231110,23019,"19ª Região Brejo Santo"
765,CE,Potengi,231120,23020,"20ª Região Crato"
766,CE,Potiretama,231123,23010,"10ª Região Limoeiro do Norte"
767,CE,Quiterianópolis,231126,23015,"15ª Região Crateús"
768,CE,Quixadá,231130,23008,"8ª Região Quixadá"
769,CE,Quixelô,231135,23018,"18ª Região Iguatú"
770,CE,Quixeramobim,231140,23008,"8ª Região Quixadá"
771,CE,Quixeré,231150,23010,"10ª Região Limoeiro do Norte"
772,CE,Redenção,231160,23003,"3ª Região Maracanaú"
773,CE,Reriutaba,231170,23011,"11ª Região Sobral"
774,CE,Russas,231180,23009,"9ª Região Russas"
775,CE,Saboeiro,231190,23018,"18ª Região Iguatú"
776,CE,Salitre,231195,23020,"20ª Região Crato"
777,CE,"Santana do Acaraú",231200,23011,"11ª Região Sobral"
778,CE,"Santana do Cariri",231210,23020,"20ª Região Crato"
779,CE,"Santa Quitéria",231220,23011,"11ª Região Sobral"
780,CE,"São Benedito",231230,23013,"13ª Região Tianguá"
781,CE,"São Gonçalo do Amarante",231240,23002,"2ª Região Caucaia"
782,CE,"São João do Jaguaribe",231250,23010,"10ª Região Limoeiro do Norte"
783,CE,"São Luís do Curu",231260,23002,"2ª Região Caucaia"
784,CE,"Senador Pompeu",231270,23008,"8ª Região Quixadá"
785,CE,"Senador Sá",231280,23011,"11ª Região Sobral"
786,CE,Sobral,231290,23011,"11ª Região Sobral"
787,CE,Solonópole,231300,23008,"8ª Região Quixadá"
788,CE,"Tabuleiro do Norte",231310,23010,"10ª Região Limoeiro do Norte"
789,CE,Tamboril,231320,23015,"15ª Região Crateús"
790,CE,Tarrafas,231325,23020,"20ª Região Crato"
791,CE,Tauá,231330,23014,"14ª Região Tauá"
792,CE,Tejuçuoca,231335,23002,"2ª Região Caucaia"
793,CE,Tianguá,231340,23013,"13ª Região Tianguá"
794,CE,Trairi,231350,23006,"6ª Região Itapipoca"
795,CE,Tururu,231355,23006,"6ª Região Itapipoca"
796,CE,Ubajara,231360,23013,"13ª Região Tianguá"
797,CE,Umari,231370,23017,"17ª Região Icó"
798,CE,Umirim,231375,23006,"6ª Região Itapipoca"
799,CE,Uruburetama,231380,23006,"6ª Região Itapipoca"
800,CE,Uruoca,231390,23011,"11ª Região Sobral"
801,CE,Varjota,231395,23011,"11ª Região Sobral"
802,CE,"Várzea Alegre",231400,23020,"20ª Região Crato"
803,CE,"Viçosa do Ceará",231410,23013,"13ª Região Tianguá"
804,DF,Brasília,530010,53001,"Distrito Federal"
805,DF,"Código do IBGE para múnicípio ignorado no estado",530000,53001,"Distrito Federal"
806,ES,"Afonso Cláudio",320010,32002,Metropolitana
807,ES,"Água Doce do Norte",320016,32005,"Central Norte"
808,ES,"Águia Branca",320013,32005,"Central Norte"
809,ES,Alegre,320020,32004,Sul
810,ES,"Alfredo Chaves",320030,32004,Sul
811,ES,"Alto Rio Novo",320035,32005,"Central Norte"
812,ES,Anchieta,320040,32004,Sul
813,ES,Apiacá,320050,32004,Sul
814,ES,Aracruz,320060,32002,Metropolitana
815,ES,"Atilio Vivacqua",320070,32004,Sul
816,ES,"Baixo Guandu",320080,32005,"Central Norte"
817,ES,"Barra de São Francisco",320090,32005,"Central Norte"
818,ES,"Boa Esperança",320100,32005,"Central Norte"
819,ES,"Bom Jesus do Norte",320110,32004,Sul
820,ES,Brejetuba,320115,32002,Metropolitana
821,ES,"Cachoeiro de Itapemirim",320120,32004,Sul
822,ES,Cariacica,320130,32002,Metropolitana
823,ES,Castelo,320140,32004,Sul
824,ES,Colatina,320150,32005,"Central Norte"
825,ES,"Conceição da Barra",320160,32005,"Central Norte"
826,ES,"Conceição do Castelo",320170,32002,Metropolitana
827,ES,"Divino de São Lourenço",320180,32004,Sul
828,ES,"Domingos Martins",320190,32002,Metropolitana
829,ES,"Dores do Rio Preto",320200,32004,Sul
830,ES,Ecoporanga,320210,32005,"Central Norte"
831,ES,Fundão,320220,32002,Metropolitana
832,ES,"Governador Lindenberg",320225,32005,"Central Norte"
833,ES,Guaçuí,320230,32004,Sul
834,ES,Guarapari,320240,32002,Metropolitana
835,ES,Ibatiba,320245,32002,Metropolitana
836,ES,Ibiraçu,320250,32002,Metropolitana
837,ES,Ibitirama,320255,32004,Sul
838,ES,Iconha,320260,32004,Sul
839,ES,Irupi,320265,32004,Sul
840,ES,Itaguaçu,320270,32002,Metropolitana
841,ES,Itapemirim,320280,32004,Sul
842,ES,Itarana,320290,32002,Metropolitana
843,ES,Iúna,320300,32004,Sul
844,ES,Jaguaré,320305,32005,"Central Norte"
845,ES,"Jerônimo Monteiro",320310,32004,Sul
846,ES,"João Neiva",320313,32002,Metropolitana
847,ES,"Laranja da Terra",320316,32002,Metropolitana
848,ES,Linhares,320320,32005,"Central Norte"
849,ES,Mantenópolis,320330,32005,"Central Norte"
850,ES,Marataízes,320332,32004,Sul
851,ES,"Marechal Floriano",320334,32002,Metropolitana
852,ES,Marilândia,320335,32005,"Central Norte"
853,ES,"Mimoso do Sul",320340,32004,Sul
854,ES,Montanha,320350,32005,"Central Norte"
855,ES,Mucurici,320360,32005,"Central Norte"
856,ES,"Muniz Freire",320370,32004,Sul
857,ES,Muqui,320380,32004,Sul
858,ES,"Nova Venécia",320390,32005,"Central Norte"
859,ES,Pancas,320400,32005,"Central Norte"
860,ES,"Pedro Canário",320405,32005,"Central Norte"
861,ES,Pinheiros,320410,32005,"Central Norte"
862,ES,Piúma,320420,32004,Sul
863,ES,"Ponto Belo",320425,32005,"Central Norte"
864,ES,"Presidente Kennedy",320430,32004,Sul
865,ES,"Rio Bananal",320435,32005,"Central Norte"
866,ES,"Rio Novo do Sul",320440,32004,Sul
867,ES,"Santa Leopoldina",320450,32002,Metropolitana
868,ES,"Santa Maria de Jetibá",320455,32002,Metropolitana
869,ES,"Santa Teresa",320460,32002,Metropolitana
870,ES,"São Domingos do Norte",320465,32005,"Central Norte"
871,ES,"São Gabriel da Palha",320470,32005,"Central Norte"
872,ES,"São José do Calçado",320480,32004,Sul
873,ES,"São Mateus",320490,32005,"Central Norte"
874,ES,"São Roque do Canaã",320495,32005,"Central Norte"
875,ES,Serra,320500,32002,Metropolitana
876,ES,Sooretama,320501,32005,"Central Norte"
877,ES,"Vargem Alta",320503,32004,Sul
878,ES,"Venda Nova do Imigrante",320506,32002,Metropolitana
879,ES,Viana,320510,32002,Metropolitana
880,ES,"Vila Pavão",320515,32005,"Central Norte"
881,ES,"Vila Valério",320517,32005,"Central Norte"
882,ES,"Vila Velha",320520,32002,Metropolitana
883,ES,Vitória,320530,32002,Metropolitana
884,GO,"Abadia de Goiás",520005,52001,Central
885,GO,Abadiânia,520010,52011,Pirineus
886,GO,Acreúna,520013,52015,"Sudoeste I"
887,GO,Adelândia,520015,52010,"Oeste II"
888,GO,"Água Fria de Goiás",520017,52003,"Entorno Norte"
889,GO,"Água Limpa",520020,52017,Sul
890,GO,"Águas Lindas de Goiás",520025,52004,"Entorno Sul"
891,GO,Alexânia,520030,52011,Pirineus
892,GO,Aloândia,520050,52017,Sul
893,GO,"Alto Horizonte",520055,52014,"Serra da Mesa"
894,GO,"Alto Paraíso de Goiás",520060,52003,"Entorno Norte"
895,GO,"Alvorada do Norte",520080,52007,"Nordeste II"
896,GO,Amaralina,520082,52014,"Serra da Mesa"
897,GO,"Americano do Brasil",520085,52012,"Rio Vermelho"
898,GO,Amorinópolis,520090,52009,"Oeste I"
899,GO,Anápolis,520110,52011,Pirineus
900,GO,Anhanguera,520120,52005,"Estrada de Ferro"
901,GO,Anicuns,520130,52001,Central
902,GO,"Aparecida de Goiânia",520140,52002,"Centro Sul"
903,GO,"Aparecida do Rio Doce",520145,52015,"Sudoeste I"
