"SE","tweets","Rt","casos","APS","Rtw","Rtestimado"
201409,77,0.533333333333333,5,"AP1",1.05714285714286,0.533333333333333
201410,75,0.875,8,"AP1",0.990990990990991,0.875
201411,66,1,4,"AP1",0.990909090909091,1
201412,92,1.57142857142857,0,"AP1",1.06880733944954,1.57142857142857
201413,63,1.36363636363636,4,"AP1",0.948497854077253,1.36363636363636
201414,65,1.13333333333333,3,"AP1",0.995475113122172,1.13333333333333
201415,76,0.705882352941177,2,"AP1",0.927272727272727,0.705882352941177
201416,62,0.75,4,"AP1",0.995098039215686,0.75
201417,64,0.666666666666667,3,"AP1",0.995073891625616,0.666666666666667
201418,105,NA,NA,"AP1",1.14356435643564,1.01297853790333
201419,159,NA,NA,"AP1",1.41991341991342,1.22561831642945
201420,23,NA,NA,"AP1",0.875,1.1320843987479
200952,NA,NA,NA,"AP2.1",NA,NA
201001,NA,NA,5,"AP2.1",NA,NA
201002,NA,NA,2,"AP2.1",NA,NA
201003,NA,NA,6,"AP2.1",NA,NA
201004,NA,0.96,3,"AP2.1",NA,0.96
201005,NA,1,6,"AP2.1",NA,1
201006,NA,1,10,"AP2.1",NA,1
201007,NA,1.33333333333333,6,"AP2.1",NA,1.33333333333333
201008,NA,1.09375,2,"AP2.1",NA,1.09375
201009,NA,1.22857142857143,9,"AP2.1",NA,1.22857142857143
201010,NA,0.790697674418605,9,"AP2.1",NA,0.790697674418605
201011,NA,0.970588235294118,6,"AP2.1",NA,0.970588235294118
201012,NA,1.06060606060606,5,"AP2.1",NA,1.06060606060606
201013,NA,1.11428571428571,9,"AP2.1",NA,1.11428571428571
201014,NA,0.923076923076923,0,"AP2.1",NA,0.923076923076923
201015,NA,0.833333333333333,4,"AP2.1",NA,0.833333333333333
201016,NA,1.13333333333333,3,"AP2.1",NA,1.13333333333333
201017,NA,1.11764705882353,1,"AP2.1",NA,1.11764705882353
201018,NA,1.05263157894737,1,"AP2.1",NA,1.05263157894737
201019,NA,0.95,7,"AP2.1",NA,0.95
201020,NA,1.34210526315789,5,"AP2.1",NA,1.34210526315789
201021,NA,0.92156862745098,11,"AP2.1",NA,0.92156862745098
201022,NA,0.957446808510638,6,"AP2.1",NA,0.957446808510638
201023,NA,0.533333333333333,2,"AP2.1",NA,0.533333333333333
201024,NA,1.04166666666667,1,"AP2.1",NA,1.04166666666667
201025,NA,0.68,1,"AP2.1",NA,0.68
201026,NA,1.17647058823529,7,"AP2.1",NA,1.17647058823529
201027,NA,1,6,"AP2.1",NA,1
201028,NA,1.3,2,"AP2.1",NA,1.3
201029,NA,1.23076923076923,7,"AP2.1",NA,1.23076923076923
201030,NA,1.21875,9,"AP2.1",NA,1.21875
201031,NA,1.07692307692308,5,"AP2.1",NA,1.07692307692308
201032,NA,1.04761904761905,7,"AP2.1",NA,1.04761904761905
201033,NA,0.75,5,"AP2.1",NA,0.75
201034,NA,0.909090909090909,2,"AP2.1",NA,0.909090909090909
201035,NA,0.966666666666667,3,"AP2.1",NA,0.966666666666667
201036,NA,0.96551724137931,10,"AP2.1",NA,0.96551724137931
201037,NA,0.714285714285714,2,"AP2.1",NA,0.714285714285714
201038,NA,0.6,4,"AP2.1",NA,0.6
201039,NA,0.916666666666667,6,"AP2.1",NA,0.916666666666667
201040,NA,1.09090909090909,13,"AP2.1",NA,1.09090909090909
201041,NA,0.583333333333333,8,"AP2.1",NA,0.583333333333333
201042,NA,1.71428571428571,9,"AP2.1",NA,1.71428571428571
201043,NA,1.66666666666667,8,"AP2.1",NA,1.66666666666667
201044,NA,1.5,1,"AP2.1",NA,1.5
201045,NA,1.06666666666667,2,"AP2.1",NA,1.06666666666667
201046,NA,1.03125,9,"AP2.1",NA,1.03125
201047,NA,1.09090909090909,1,"AP2.1",NA,1.09090909090909
201048,NA,1.36111111111111,5,"AP2.1",NA,1.36111111111111
201049,NA,1.24489795918367,3,"AP2.1",NA,1.24489795918367
201050,NA,1.18032786885246,9,"AP2.1",NA,1.18032786885246
201051,NA,0.944444444444444,7,"AP2.1",NA,0.944444444444444
201052,NA,1.07352941176471,9,"AP2.1",NA,1.07352941176471
201101,NA,0.89041095890411,5,"AP2.1",NA,0.89041095890411
201102,NA,1.2,4,"AP2.1",NA,1.2
201103,60,1,4,"AP2.1",NA,1
201104,73,1.41025641025641,13,"AP2.1",NA,1.41025641025641
201105,108,1.46363636363636,2,"AP2.1",NA,1.46363636363636
201106,203,1.43478260869565,3,"AP2.1",1.59336099585062,1.43478260869565
201107,218,1.60606060606061,4,"AP2.1",1.37760416666667,1.60606060606061
201108,248,1.25876010781671,4,"AP2.1",1.26465028355388,1.25876010781671
201109,251,1.28693790149893,9,"AP2.1",1.07174887892377,1.28693790149893
201110,196,1.16472545757072,5,"AP2.1",0.96931659693166,1.16472545757072
201111,324,1.37142857142857,4,"AP2.1",1.10935251798561,1.37142857142857
201112,695,1.29895833333333,1,"AP2.1",1.57587548638132,1.29895833333333
201113,800,1.19807538091419,4,"AP2.1",1.49711934156379,1.19807538091419
201114,789,1.13186077643909,17,"AP2.1",1.25563496426608,1.13186077643909
201115,808,0.943820224719101,1,"AP2.1",1.04947460595447,0.943820224719101
201116,639,0.830827067669173,7,"AP2.1",0.932832707551106,0.830827067669173
201117,621,0.770739064856712,11,"AP2.1",0.924865831842576,0.770739064856712
201118,526,0.855185909980431,12,"AP2.1",0.863636363636364,0.855185909980431
201119,671,0.990846681922197,6,"AP2.1",1.01791713325868,0.990846681922197
201120,450,0.834872979214781,12,"AP2.1",0.905940594059406,0.834872979214781
201121,289,0.728907330567082,16,"AP2.1",0.856102003642987,0.728907330567082
201122,244,0.72865275142315,2,"AP2.1",0.697163120567376,0.72865275142315
201123,159,0.765625,5,"AP2.1",0.703967446592065,0.765625
201124,152,1.01700680272109,12,"AP2.1",0.802023121387283,1.01700680272109
201125,130,0.775919732441472,8,"AP2.1",0.794594594594595,0.775919732441472
201126,174,0.793103448275862,5,"AP2.1",1.03401360544218,0.793103448275862
201127,109,0.733695652173913,9,"AP2.1",0.905701754385965,0.733695652173913
201128,89,0.896296296296296,6,"AP2.1",0.900726392251816,0.896296296296296
201129,95,0.661157024793388,12,"AP2.1",0.787634408602151,0.661157024793388
201130,76,0.875,13,"AP2.1",0.887372013651877,0.875
201131,56,0.671428571428571,12,"AP2.1",0.873076923076923,0.671428571428571
201132,57,0.957446808510638,2,"AP2.1",0.832599118942731,0.957446808510638
201133,75,0.977777777777778,4,"AP2.1",0.994708994708995,0.977777777777778
201134,43,1.06818181818182,15,"AP2.1",0.930851063829787,1.06818181818182
201135,91,1,2,"AP2.1",1.19428571428571,1
201136,58,0.808510638297872,4,"AP2.1",0.91866028708134,0.808510638297872
201137,59,1.05263157894737,6,"AP2.1",1.08333333333333,1.05263157894737
201138,42,1.15,11,"AP2.1",0.764423076923077,1.15
201139,54,1.10869565217391,7,"AP2.1",0.974842767295597,1.10869565217391
201140,68,1.19607843137255,12,"AP2.1",1.05806451612903,1.19607843137255
201141,61,1.0655737704918,12,"AP2.1",1.11585365853659,1.0655737704918
201142,88,1.16923076923077,0,"AP2.1",1.18579234972678,1.16923076923077
201143,101,1.10526315789474,3,"AP2.1",1.15207373271889,1.10526315789474
201144,81,1.02380952380952,6,"AP2.1",1.08,1.02380952380952
201145,82,1,2,"AP2.1",0.977777777777778,1
201146,85,1.11627906976744,6,"AP2.1",0.939393939393939,1.11627906976744
201147,71,1.22916666666667,3,"AP2.1",0.959677419354839,1.22916666666667
201148,97,1.24576271186441,4,"AP2.1",1.06302521008403,1.24576271186441
201149,78,1.12925170068027,8,"AP2.1",0.972332015810277,1.12925170068027
201150,98,1.23493975903614,3,"AP2.1",1.10975609756098,1.23493975903614
201151,107,1.0390243902439,14,"AP2.1",1.03663003663004,1.0390243902439
201152,61,1.08450704225352,0,"AP2.1",0.939929328621908,1.08450704225352
201201,140,1.04329004329004,1,"AP2.1",1.15789473684211,1.04329004329004
201202,102,1.18672199170124,9,"AP2.1",0.983766233766234,1.18672199170124
201203,125,1.17132867132867,4,"AP2.1",1.21122112211221,1.17132867132867
201204,77,1.20597014925373,2,"AP2.1",0.828337874659401,1.20597014925373
201205,86,1.03960396039604,8,"AP2.1",0.947368421052632,1.03960396039604
201206,87,1.01666666666667,11,"AP2.1",0.868055555555556,1.01666666666667
201207,120,0.955503512880562,9,"AP2.1",1.172,0.955503512880562
201208,102,1.13480392156863,3,"AP2.1",1.05460750853242,1.13480392156863
201209,222,1.19222462203024,6,"AP2.1",1.4368932038835,1.19222462203024
201210,242,1.22101449275362,0,"AP2.1",1.27477477477477,1.22101449275362
201211,206,1.13946587537092,2,"AP2.1",1.18374558303887,1.13946587537092
201212,252,1.04427083333333,14,"AP2.1",1.04477611940298,1.04427083333333
201213,267,1.01995012468828,3,"AP2.1",1.03571428571429,1.01995012468828
201214,262,1.05745721271394,3,"AP2.1",1.07724137931034,1.05745721271394
201215,300,1.12947976878613,1,"AP2.1",1.06145966709347,1.12947976878613
201216,442,1.21084953940635,1,"AP2.1",1.21109770808203,1.21084953940635
201217,556,1.20879120879121,2,"AP2.1",1.29282868525896,1.20879120879121
201218,429,1.0965034965035,2,"AP2.1",1.09938366718028,1.0965034965035
201219,561,1.01147959183673,6,"AP2.1",1.08339173090399,1.01147959183673
201220,437,1.00189155107188,1,"AP2.1",0.923027166882277,1.00189155107188
201221,323,1.03838892385148,4,"AP2.1",0.925718290119131,1.03838892385148
201222,377,0.942424242424242,5,"AP2.1",0.860711582134746,0.942424242424242
201223,271,0.832154340836013,3,"AP2.1",0.854001759014952,0.832154340836013
201224,215,0.777434312210201,2,"AP2.1",0.888774459320288,0.777434312210201
201225,162,0.766401590457256,5,"AP2.1",0.750869061413673,0.766401590457256
201226,169,0.80674448767834,3,"AP2.1",0.842592592592593,0.80674448767834
201227,148,0.763665594855305,4,"AP2.1",0.877289377289377,0.763665594855305
201228,147,0.896842105263158,3,"AP2.1",0.968684759916493,0.896842105263158
201229,94,0.753521126760563,4,"AP2.1",0.838362068965517,0.753521126760563
201230,66,0.772585669781931,2,"AP2.1",0.789203084832905,0.772585669781931
201231,90,0.919354838709677,2,"AP2.1",0.814332247557003,0.919354838709677
201232,84,1.09649122807018,1,"AP2.1",0.96,1.09649122807018
201233,63,1.064,4,"AP2.1",0.9875,1.064
201234,56,0.838345864661654,6,"AP2.1",0.856540084388186,0.838345864661654
201235,63,0.878923766816143,5,"AP2.1",0.896551724137931,0.878923766816143
201236,53,0.801020408163265,1,"AP2.1",0.945054945054945,0.801020408163265
201237,84,0.866242038216561,10,"AP2.1",1.16279069767442,0.866242038216561
201238,69,0.860294117647059,6,"AP2.1",1.03,0.860294117647059
201239,49,0.88034188034188,7,"AP2.1",0.980582524271845,0.88034188034188
201240,52,0.941747572815534,3,"AP2.1",0.841584158415842,0.941747572815534
201241,48,1.06185567010309,2,"AP2.1",0.876470588235294,1.06185567010309
201242,63,1.13592233009709,6,"AP2.1",1.09395973154362,1.13592233009709
201243,87,1.15384615384615,2,"AP2.1",1.21472392638037,1.15384615384615
201244,60,0.896296296296296,1,"AP2.1",1.06060606060606,0.896296296296296
201245,53,0.884297520661157,9,"AP2.1",0.952380952380952,0.884297520661157
201246,70,0.88785046728972,1,"AP2.1",0.915,0.88785046728972
201247,64,1.10526315789474,4,"AP2.1",1.02185792349727,1.10526315789474
201248,74,1.26666666666667,4,"AP2.1",1.11229946524064,1.26666666666667
201249,86,0.969924812030075,2,"AP2.1",1.07692307692308,0.969924812030075
201250,86,0.976744186046512,0,"AP2.1",1.09821428571429,0.976744186046512
201251,71,0.880952380952381,0,"AP2.1",0.98780487804878,0.880952380952381
201252,72,1.20720720720721,4,"AP2.1",0.94238683127572,1.20720720720721
201301,96,1.48507462686567,5,"AP2.1",1.04366812227074,1.48507462686567
201302,135,1.61306532663317,3,"AP2.1",1.26778242677824,1.61306532663317
201303,212,1.31152647975078,2,"AP2.1",1.46204620462046,1.31152647975078
201304,195,1.28266033254157,3,"AP2.1",1.2234762979684,1.28266033254157
201305,185,1.19444444444444,4,"AP2.1",1.09225092250923,1.19444444444444
201306,184,1.07751937984496,2,"AP2.1",0.952702702702703,1.07751937984496
201307,224,1.0273381294964,2,"AP2.1",1.05141843971631,1.0273381294964
201308,440,1.25350140056022,1,"AP2.1",1.43001686340641,1.25350140056022
201309,473,1.34525139664804,2,"AP2.1",1.34080188679245,1.34525139664804
201310,474,1.24086378737542,2,"AP2.1",1.21987686895339,1.24086378737542
201311,659,1.20548862115127,3,"AP2.1",1.15789473684211,1.20548862115127
201312,869,1.06607440310938,1,"AP2.1",1.24657534246575,1.06607440310938
201313,852,1.08541666666667,2,"AP2.1",1.18881118881119,1.08541666666667
201314,932,1.06669865642994,5,"AP2.1",1.11470588235294,1.06669865642994
201315,1369,1.1497975708502,2,"AP2.1",1.18846588767433,1.1497975708502
201316,783,1.04968701095462,2,"AP2.1",0.978116079923882,1.04968701095462
201317,601,0.902720834886321,8,"AP2.1",0.892671854734112,0.902720834886321
201318,443,0.817093311312964,0,"AP2.1",0.663639665819106,0.817093311312964
201319,368,0.780697321879737,3,"AP2.1",0.772851669403394,0.780697321879737
201320,304,0.754692556634304,1,"AP2.1",0.789660056657224,0.754692556634304
201321,206,0.678387650085763,2,"AP2.1",0.787443946188341,0.678387650085763
201322,193,0.639696586599241,5,"AP2.1",0.800683371298405,0.639696586599241
201323,164,0.673913043478261,5,"AP2.1",0.800853485064011,0.673913043478261
201324,146,0.730205278592375,3,"AP2.1",0.893428063943162,0.730205278592375
201325,150,0.763052208835341,4,"AP2.1",0.914512922465209,0.763052208835341
