"SE","tweets","Rt","casos","APS","Rtw","Rtestimado"
201326,123,0.757894736842105,2,"AP2.1",0.910869565217391,0.757894736842105
201327,88,0.791666666666667,2,"AP2.1",0.861575178997613,0.791666666666667
201328,90,0.771929824561403,2,"AP2.1",0.833795013850416,0.771929824561403
201329,84,0.784090909090909,1,"AP2.1",0.870431893687708,0.784090909090909
201330,57,0.695652173913043,9,"AP2.1",0.881679389312977,0.695652173913043
201331,148,1.02083333333333,3,"AP2.1",1.25108225108225,1.02083333333333
201332,155,0.714285714285714,2,"AP2.1",1.24567474048443,0.714285714285714
201333,71,1.02857142857143,2,"AP2.1",1.03888888888889,1.02857142857143
201334,97,0.722222222222222,6,"AP2.1",0.863636363636364,0.722222222222222
201335,63,0.807692307692308,3,"AP2.1",0.715170278637771,0.807692307692308
201336,55,1.14285714285714,2,"AP2.1",0.930735930735931,1.14285714285714
201337,46,1,0,"AP2.1",0.762790697674419,1
201338,115,1.125,0,"AP2.1",1.31707317073171,1.125
201339,45,0.777777777777778,6,"AP2.1",0.953703703703704,0.777777777777778
201340,56,0.904761904761905,10,"AP2.1",1.04854368932039,0.904761904761905
201341,53,1,3,"AP2.1",0.712962962962963,1
201342,57,0.947368421052632,0,"AP2.1",1.07792207792208,0.947368421052632
201343,69,1.11111111111111,2,"AP2.1",1.07831325301205,1.11111111111111
201344,66,1.4,4,"AP2.1",1.07262569832402,1.4
201345,54,0.964285714285714,6,"AP2.1",0.984375,0.964285714285714
201346,63,1.03703703703704,0,"AP2.1",0.968253968253968,1.03703703703704
201347,86,1.10714285714286,2,"AP2.1",1.10928961748634,1.10714285714286
201348,74,1.48387096774194,1,"AP2.1",1.09852216748768,1.48387096774194
201349,60,1.21739130434783,2,"AP2.1",0.986547085201794,1.21739130434783
201350,NA,0.910714285714286,11,"AP2.1",NA,0.910714285714286
201351,NA,0.627450980392157,3,"AP2.1",NA,0.627450980392157
201352,NA,0.4375,2,"AP2.1",NA,0.4375
201401,NA,0.142857142857143,2,"AP2.1",NA,0.142857142857143
201401,NA,4,4,"AP2.1",NA,4
201402,104,1.75,11,"AP2.1",NA,1.75
201403,82,1.42857142857143,2,"AP2.1",NA,1.42857142857143
201404,76,1.15,4,"AP2.1",NA,1.15
201405,91,0.956521739130435,3,"AP2.1",0.950381679389313,0.956521739130435
201406,65,1.09090909090909,1,"AP2.1",0.931726907630522,1.09090909090909
201407,77,0.875,11,"AP2.1",1.00431034482759,0.875
201408,68,1.19047619047619,5,"AP2.1",0.901287553648069,1.19047619047619
201409,77,1.24,3,"AP2.1",1.05714285714286,1.24
201410,75,0.870967741935484,1,"AP2.1",0.990990990990991,0.870967741935484
201411,66,0.814814814814815,13,"AP2.1",0.990909090909091,0.814814814814815
201412,92,0.727272727272727,9,"AP2.1",1.06880733944954,0.727272727272727
201413,63,1.0625,3,"AP2.1",0.948497854077253,1.0625
201414,65,0.941176470588235,1,"AP2.1",0.995475113122172,0.941176470588235
201415,76,0.9375,3,"AP2.1",0.927272727272727,0.9375
201416,62,1,4,"AP2.1",0.995098039215686,1
201417,64,0.866666666666667,11,"AP2.1",0.995073891625616,0.866666666666667
201418,105,NA,NA,"AP2.1",1.14356435643564,0.989664734887318
201419,159,NA,NA,"AP2.1",1.41991341991342,1.15643299003582
201420,23,NA,NA,"AP2.1",0.875,1.00317709822054
200952,NA,NA,NA,"AP2.2",NA,NA
201001,NA,NA,3,"AP2.2",NA,NA
201002,NA,NA,3,"AP2.2",NA,NA
201003,NA,NA,6,"AP2.2",NA,NA
201004,NA,0.857142857142857,6,"AP2.2",NA,0.857142857142857
201005,NA,1.33333333333333,8,"AP2.2",NA,1.33333333333333
201006,NA,0.875,1,"AP2.2",NA,0.875
201007,NA,1.57142857142857,7,"AP2.2",NA,1.57142857142857
201008,NA,0.909090909090909,5,"AP2.2",NA,0.909090909090909
201009,NA,1,5,"AP2.2",NA,1
201010,NA,0.9,14,"AP2.2",NA,0.9
201011,NA,0.777777777777778,7,"AP2.2",NA,0.777777777777778
201012,NA,1.28571428571429,4,"AP2.2",NA,1.28571428571429
201013,NA,0.666666666666667,6,"AP2.2",NA,0.666666666666667
201014,NA,1,13,"AP2.2",NA,1
201015,NA,1,6,"AP2.2",NA,1
201016,NA,1.16666666666667,4,"AP2.2",NA,1.16666666666667
201017,NA,2,10,"AP2.2",NA,2
201018,NA,1.78571428571429,6,"AP2.2",NA,1.78571428571429
201019,NA,1.12,6,"AP2.2",NA,1.12
201020,NA,0.964285714285714,24,"AP2.2",NA,0.964285714285714
201021,NA,0.777777777777778,3,"AP2.2",NA,0.777777777777778
201022,NA,1.0952380952381,7,"AP2.2",NA,1.0952380952381
201023,NA,0.782608695652174,8,"AP2.2",NA,0.782608695652174
201024,NA,0.888888888888889,23,"AP2.2",NA,0.888888888888889
201025,NA,0.625,14,"AP2.2",NA,0.625
201026,NA,1.3,7,"AP2.2",NA,1.3
201027,NA,0.692307692307692,3,"AP2.2",NA,0.692307692307692
201028,NA,1,7,"AP2.2",NA,1
201029,NA,0.555555555555556,6,"AP2.2",NA,0.555555555555556
201030,NA,0.8,23,"AP2.2",NA,0.8
201031,NA,2.75,4,"AP2.2",NA,2.75
201032,NA,1,11,"AP2.2",NA,1
201033,NA,1.09090909090909,10,"AP2.2",NA,1.09090909090909
201034,NA,0.666666666666667,21,"AP2.2",NA,0.666666666666667
201035,NA,1.125,6,"AP2.2",NA,1.125
201036,NA,1.11111111111111,7,"AP2.2",NA,1.11111111111111
201037,NA,1,14,"AP2.2",NA,1
201038,NA,0.9,10,"AP2.2",NA,0.9
201039,NA,1.22222222222222,10,"AP2.2",NA,1.22222222222222
201040,NA,0.909090909090909,25,"AP2.2",NA,0.909090909090909
201041,NA,1,7,"AP2.2",NA,1
201042,NA,0.8,13,"AP2.2",NA,0.8
201043,NA,1,19,"AP2.2",NA,1
201044,NA,1.125,27,"AP2.2",NA,1.125
201045,NA,1.22222222222222,12,"AP2.2",NA,1.22222222222222
201046,NA,1,7,"AP2.2",NA,1
201047,NA,1.36363636363636,10,"AP2.2",NA,1.36363636363636
201048,NA,0.866666666666667,13,"AP2.2",NA,0.866666666666667
201049,NA,1.07692307692308,4,"AP2.2",NA,1.07692307692308
201050,NA,1,20,"AP2.2",NA,1
201051,NA,1.35714285714286,8,"AP2.2",NA,1.35714285714286
201052,NA,1.10526315789474,6,"AP2.2",NA,1.10526315789474
201101,NA,1.33333333333333,6,"AP2.2",NA,1.33333333333333
201102,NA,1.25,28,"AP2.2",NA,1.25
201103,60,1.17142857142857,20,"AP2.2",NA,1.17142857142857
201104,73,1.29268292682927,6,"AP2.2",NA,1.29268292682927
201105,108,1.39622641509434,12,"AP2.2",NA,1.39622641509434
201106,203,1.58108108108108,10,"AP2.2",1.59336099585062,1.58108108108108
201107,218,1.30769230769231,8,"AP2.2",1.37760416666667,1.30769230769231
201108,248,1.2156862745098,28,"AP2.2",1.26465028355388,1.2156862745098
201109,251,1.01612903225806,6,"AP2.2",1.07174887892377,1.01612903225806
201110,196,0.941798941798942,6,"AP2.2",0.96931659693166,0.941798941798942
201111,324,1.11797752808989,6,"AP2.2",1.10935251798561,1.11797752808989
201112,695,1.60804020100503,29,"AP2.2",1.57587548638132,1.60804020100503
201113,800,1.4375,15,"AP2.2",1.49711934156379,1.4375
201114,789,1.45652173913043,12,"AP2.2",1.25563496426608,1.45652173913043
201115,808,1.15820895522388,19,"AP2.2",1.04947460595447,1.15820895522388
201116,639,1.06314432989691,10,"AP2.2",0.932832707551106,1.06314432989691
201117,621,0.921212121212121,17,"AP2.2",0.924865831842576,0.921212121212121
201118,526,0.925,17,"AP2.2",0.863636363636364,0.925
201119,671,0.883357041251778,14,"AP2.2",1.01791713325868,0.883357041251778
201120,450,0.818035426731079,13,"AP2.2",0.905940594059406,0.818035426731079
201121,289,0.740157480314961,12,"AP2.2",0.856102003642987,0.740157480314961
201122,244,0.771276595744681,42,"AP2.2",0.697163120567376,0.771276595744681
201123,159,0.706896551724138,19,"AP2.2",0.703967446592065,0.706896551724138
201124,152,0.658536585365854,17,"AP2.2",0.802023121387283,0.658536585365854
201125,130,0.607407407407407,36,"AP2.2",0.794594594594595,0.607407407407407
201126,174,0.804878048780488,18,"AP2.2",1.03401360544218,0.804878048780488
201127,109,0.833333333333333,31,"AP2.2",0.905701754385965,0.833333333333333
201128,89,0.8,33,"AP2.2",0.900726392251816,0.8
201129,95,0.681818181818182,15,"AP2.2",0.787634408602151,0.681818181818182
201130,76,0.766666666666667,15,"AP2.2",0.887372013651877,0.766666666666667
201131,56,0.695652173913043,17,"AP2.2",0.873076923076923,0.695652173913043
201132,57,0.6875,36,"AP2.2",0.832599118942731,0.6875
201133,75,0.363636363636364,23,"AP2.2",0.994708994708995,0.363636363636364
201134,43,1.5,14,"AP2.2",0.930851063829787,1.5
201135,91,0.833333333333333,48,"AP2.2",1.19428571428571,0.833333333333333
201136,58,1.6,37,"AP2.2",0.91866028708134,1.6
201137,59,0.875,22,"AP2.2",1.08333333333333,0.875
201138,42,2.42857142857143,28,"AP2.2",0.764423076923077,2.42857142857143
201139,54,1.05882352941176,12,"AP2.2",0.974842767295597,1.05882352941176
201140,68,1.22222222222222,16,"AP2.2",1.05806451612903,1.22222222222222
201141,61,1.04545454545455,11,"AP2.2",1.11585365853659,1.04545454545455
201142,88,1.30434782608696,46,"AP2.2",1.18579234972678,1.30434782608696
201143,101,1.43333333333333,33,"AP2.2",1.15207373271889,1.43333333333333
201144,81,0.883720930232558,28,"AP2.2",1.08,0.883720930232558
201145,82,1.07894736842105,36,"AP2.2",0.977777777777778,1.07894736842105
201146,85,0.682926829268293,37,"AP2.2",0.939393939393939,0.682926829268293
201147,71,1.25,47,"AP2.2",0.959677419354839,1.25
201148,97,0.857142857142857,49,"AP2.2",1.06302521008403,0.857142857142857
201149,78,1.3,26,"AP2.2",0.972332015810277,1.3
201150,98,1.20512820512821,20,"AP2.2",1.10975609756098,1.20512820512821
201151,107,1.25531914893617,35,"AP2.2",1.03663003663004,1.25531914893617
201152,61,1.16949152542373,78,"AP2.2",0.939929328621908,1.16949152542373
201201,140,1.30434782608696,59,"AP2.2",1.15789473684211,1.30434782608696
201202,102,1.15555555555556,40,"AP2.2",0.983766233766234,1.15555555555556
201203,125,1.09615384615385,65,"AP2.2",1.21122112211221,1.09615384615385
201204,77,0.964912280701754,42,"AP2.2",0.828337874659401,0.964912280701754
201205,86,1.16363636363636,74,"AP2.2",0.947368421052632,1.16363636363636
201206,87,1.15625,84,"AP2.2",0.868055555555556,1.15625
201207,120,1.16891891891892,36,"AP2.2",1.172,1.16891891891892
201208,102,1.0635838150289,38,"AP2.2",1.05460750853242,1.0635838150289
201209,222,1.2445652173913,46,"AP2.2",1.4368932038835,1.2445652173913
201210,242,1.34061135371179,134,"AP2.2",1.27477477477477,1.34061135371179
201211,206,1.19218241042345,80,"AP2.2",1.18374558303887,1.19218241042345
201212,252,1.0792349726776,72,"AP2.2",1.04477611940298,1.0792349726776
201213,267,1.1620253164557,106,"AP2.2",1.03571428571429,1.1620253164557
201214,262,1.16122004357298,70,"AP2.2",1.07724137931034,1.16122004357298
201215,300,1.17823639774859,87,"AP2.2",1.06145966709347,1.17823639774859
201216,442,1.06050955414013,98,"AP2.2",1.21109770808203,1.06050955414013
201217,556,1.09159159159159,55,"AP2.2",1.29282868525896,1.09159159159159
201218,429,1.09078404401651,39,"AP2.2",1.09938366718028,1.09078404401651
201219,561,0.998738965952081,55,"AP2.2",1.08339173090399,0.998738965952081
201220,437,0.941919191919192,212,"AP2.2",0.923027166882277,0.941919191919192
201221,323,0.883378016085791,132,"AP2.2",0.925718290119131,0.883378016085791
201222,377,0.94081942336874,151,"AP2.2",0.860711582134746,0.94081942336874
201223,271,0.87741935483871,171,"AP2.2",0.854001759014952,0.87741935483871
201224,215,0.886029411764706,112,"AP2.2",0.888774459320288,0.886029411764706
201225,162,0.784232365145228,123,"AP2.2",0.750869061413673,0.784232365145228
201226,169,0.788359788359788,189,"AP2.2",0.842592592592593,0.788359788359788
201227,148,0.751677852348993,62,"AP2.2",0.877289377289377,0.751677852348993
201228,147,0.71875,73,"AP2.2",0.968684759916493,0.71875
201229,94,0.826086956521739,79,"AP2.2",0.838362068965517,0.826086956521739
201230,66,0.729323308270677,258,"AP2.2",0.789203084832905,0.729323308270677
201231,90,0.907216494845361,189,"AP2.2",0.814332247557003,0.907216494845361
201232,84,1.09090909090909,193,"AP2.2",0.96,1.09090909090909
201233,63,1.04166666666667,130,"AP2.2",0.9875,1.04166666666667
201234,56,0.88,136,"AP2.2",0.856540084388186,0.88
201235,63,0.772727272727273,137,"AP2.2",0.896551724137931,0.772727272727273
201236,53,0.661764705882353,180,"AP2.2",0.945054945054945,0.661764705882353
201237,84,0.844444444444444,69,"AP2.2",1.16279069767442,0.844444444444444
201238,69,0.763157894736842,122,"AP2.2",1.03,0.763157894736842
201239,49,1.13793103448276,83,"AP2.2",0.980582524271845,1.13793103448276
201240,52,0.96969696969697,220,"AP2.2",0.841584158415842,0.96969696969697
201241,48,0.84375,174,"AP2.2",0.876470588235294,0.84375
201242,63,0.740740740740741,288,"AP2.2",1.09395973154362,0.740740740740741
201243,87,1.1,151,"AP2.2",1.21472392638037,1.1
201244,60,1.5,97,"AP2.2",1.06060606060606,1.5
201245,53,1.03030303030303,126,"AP2.2",0.952380952380952,1.03030303030303
201246,70,0.911764705882353,232,"AP2.2",0.915,0.911764705882353
201247,64,0.870967741935484,58,"AP2.2",1.02185792349727,0.870967741935484
201248,74,0.777777777777778,79,"AP2.2",1.11229946524064,0.777777777777778
201249,86,0.952380952380952,57,"AP2.2",1.07692307692308,0.952380952380952
201250,86,0.95,190,"AP2.2",1.09821428571429,0.95
201251,71,1.10526315789474,207,"AP2.2",0.98780487804878,1.10526315789474
201252,72,1.04761904761905,231,"AP2.2",0.94238683127572,1.04761904761905
201301,96,2.36363636363636,130,"AP2.2",1.04366812227074,2.36363636363636
201302,135,2.46153846153846,83,"AP2.2",1.26778242677824,2.46153846153846
201303,212,1.4921875,120,"AP2.2",1.46204620462046,1.4921875
201304,195,1.22513089005236,288,"AP2.2",1.2234762979684,1.22513089005236
201305,185,1.11538461538462,51,"AP2.2",1.09225092250923,1.11538461538462
201306,184,1.22222222222222,75,"AP2.2",0.952702702702703,1.22222222222222
201307,224,1.27899686520376,56,"AP2.2",1.05141843971631,1.27899686520376
201308,440,1.44362745098039,247,"AP2.2",1.43001686340641,1.44362745098039
201309,473,1.29202037351443,232,"AP2.2",1.34080188679245,1.29202037351443
201310,474,1.08015768725361,226,"AP2.2",1.21987686895339,1.08015768725361
201311,659,1.01459854014599,141,"AP2.2",1.15789473684211,1.01459854014599
201312,869,1.1031175059952,73,"AP2.2",1.24657534246575,1.1031175059952
201313,852,1.11630434782609,168,"AP2.2",1.18881118881119,1.11630434782609
201314,932,1.07984420642648,440,"AP2.2",1.11470588235294,1.07984420642648
201315,1369,1.06672678088368,90,"AP2.2",1.18846588767433,1.06672678088368
201316,783,1.0676246830093,143,"AP2.2",0.978116079923882,1.0676246830093
201317,601,0.938242280285036,90,"AP2.2",0.892671854734112,0.938242280285036
201318,443,0.776371308016878,313,"AP2.2",0.663639665819106,0.776371308016878
201319,368,0.764130434782609,338,"AP2.2",0.772851669403394,0.764130434782609
201320,304,0.722617354196302,396,"AP2.2",0.789660056657224,0.722617354196302
201321,206,0.77755905511811,355,"AP2.2",0.787443946188341,0.77755905511811
201322,193,0.544303797468354,187,"AP2.2",0.800683371298405,0.544303797468354
201323,164,0.595348837209302,264,"AP2.2",0.800853485064011,0.595348837209302
201324,146,0.484375,519,"AP2.2",0.893428063943162,0.484375
201325,150,0.951612903225806,179,"AP2.2",0.914512922465209,0.951612903225806
201326,123,0.711864406779661,175,"AP2.2",0.910869565217391,0.711864406779661
201327,88,0.785714285714286,202,"AP2.2",0.861575178997613,0.785714285714286
201328,90,0.484848484848485,454,"AP2.2",0.833795013850416,0.484848484848485
201329,84,0.625,505,"AP2.2",0.870431893687708,0.625
201330,57,0.8,603,"AP2.2",0.881679389312977,0.8
201331,148,1.25,704,"AP2.2",1.25108225108225,1.25
201332,155,1.3,307,"AP2.2",1.24567474048443,1.3
201333,71,0.692307692307692,264,"AP2.2",1.03888888888889,0.692307692307692
201334,97,0.555555555555556,535,"AP2.2",0.863636363636364,0.555555555555556
201335,63,0.2,191,"AP2.2",0.715170278637771,0.2
201336,55,1,310,"AP2.2",0.930735930735931,1
201337,46,3,193,"AP2.2",0.762790697674419,3
201338,115,1.66666666666667,436,"AP2.2",1.31707317073171,1.66666666666667
201339,45,1.6,521,"AP2.2",0.953703703703704,1.6
201340,56,0.875,607,"AP2.2",1.04854368932039,0.875
201341,53,1,851,"AP2.2",0.712962962962963,1
201342,57,0.857142857142857,391,"AP2.2",1.07792207792208,0.857142857142857
201343,69,0.833333333333333,298,"AP2.2",1.07831325301205,0.833333333333333
201344,66,0.6,637,"AP2.2",1.07262569832402,0.6
201345,54,1,300,"AP2.2",0.984375,1
201346,63,1.66666666666667,410,"AP2.2",0.968253968253968,1.66666666666667
201347,86,1.6,236,"AP2.2",1.10928961748634,1.6
201348,74,0.625,569,"AP2.2",1.09852216748768,0.625
201349,60,0.6,631,"AP2.2",0.986547085201794,0.6
201350,NA,1,672,"AP2.2",NA,1
201351,NA,1.33333333333333,918,"AP2.2",NA,1.33333333333333
201352,NA,1,501,"AP2.2",NA,1
201401,NA,0.25,282,"AP2.2",NA,0.25
201401,NA,6,424,"AP2.2",NA,6
201402,104,2.66666666666667,285,"AP2.2",NA,2.66666666666667
201403,82,1.5625,256,"AP2.2",NA,1.5625
201404,76,1.12,171,"AP2.2",NA,1.12
201405,91,0.785714285714286,461,"AP2.2",0.950381679389313,0.785714285714286
201406,65,0.681818181818182,459,"AP2.2",0.931726907630522,0.681818181818182
201407,77,1.06666666666667,542,"AP2.2",1.00431034482759,1.06666666666667
201408,68,1.3125,1013,"AP2.2",0.901287553648069,1.3125
201409,77,1.28571428571429,512,"AP2.2",1.05714285714286,1.28571428571429
201410,75,0.851851851851852,162,"AP2.2",0.990990990990991,0.851851851851852
201411,66,0.869565217391304,265,"AP2.2",0.990909090909091,0.869565217391304
201412,92,0.9,240,"AP2.2",1.06880733944954,0.9
201413,63,0.833333333333333,184,"AP2.2",0.948497854077253,0.833333333333333
201414,65,0.666666666666667,183,"AP2.2",0.995475113122172,0.666666666666667
201415,76,0.4,409,"AP2.2",0.927272727272727,0.4
201416,62,0.25,443,"AP2.2",0.995098039215686,0.25
201417,64,2,611,"AP2.2",0.995073891625616,2
201418,105,NA,NA,"AP2.2",1.14356435643564,1.33951926241421
201419,159,NA,NA,"AP2.2",1.41991341991342,1.27678027029211
201420,23,NA,NA,"AP2.2",0.875,1.20871348082835
200952,NA,NA,NA,"AP3.1",NA,NA
201001,NA,NA,842,"AP3.1",NA,NA
201002,NA,NA,340,"AP3.1",NA,NA
201003,NA,NA,152,"AP3.1",NA,NA
201004,NA,2,333,"AP3.1",NA,2
201005,NA,2,235,"AP3.1",NA,2
201006,NA,1,197,"AP3.1",NA,1
201007,NA,1.25,169,"AP3.1",NA,1.25
201008,NA,0.8,418,"AP3.1",NA,0.8
201009,NA,1,526,"AP3.1",NA,1
201010,NA,1.25,674,"AP3.1",NA,1.25
201011,NA,1,953,"AP3.1",NA,1
201012,NA,1.6,321,"AP3.1",NA,1.6
201013,NA,1,169,"AP3.1",NA,1
201014,NA,1.25,276,"AP3.1",NA,1.25
201015,NA,0.8,228,"AP3.1",NA,0.8
201016,NA,1.25,159,"AP3.1",NA,1.25
201017,NA,1.1,138,"AP3.1",NA,1.1
201018,NA,1.18181818181818,314,"AP3.1",NA,1.18181818181818
201019,NA,0.846153846153846,424,"AP3.1",NA,0.846153846153846
201020,NA,0.727272727272727,425,"AP3.1",NA,0.727272727272727
201021,NA,1.125,745,"AP3.1",NA,1.125
201022,NA,0.888888888888889,322,"AP3.1",NA,0.888888888888889
201023,NA,1.125,110,"AP3.1",NA,1.125
201024,NA,0.666666666666667,257,"AP3.1",NA,0.666666666666667
201025,NA,0.833333333333333,158,"AP3.1",NA,0.833333333333333
201026,NA,1,137,"AP3.1",NA,1
201027,NA,1.4,103,"AP3.1",NA,1.4
201028,NA,1.57142857142857,278,"AP3.1",NA,1.57142857142857
201029,NA,1.09090909090909,398,"AP3.1",NA,1.09090909090909
201030,NA,1.25,500,"AP3.1",NA,1.25
201031,NA,1,594,"AP3.1",NA,1
201032,NA,1.06666666666667,296,"AP3.1",NA,1.06666666666667
201033,NA,0.9375,89,"AP3.1",NA,0.9375
201034,NA,0.8,190,"AP3.1",NA,0.8
201035,NA,0.916666666666667,122,"AP3.1",NA,0.916666666666667
201036,NA,0.636363636363636,80,"AP3.1",NA,0.636363636363636
201037,NA,1.57142857142857,79,"AP3.1",NA,1.57142857142857
201038,NA,0.818181818181818,258,"AP3.1",NA,0.818181818181818
201039,NA,1.11111111111111,351,"AP3.1",NA,1.11111111111111
201040,NA,0.5,382,"AP3.1",NA,0.5
201041,NA,1.8,467,"AP3.1",NA,1.8
201042,NA,0.888888888888889,245,"AP3.1",NA,0.888888888888889
201043,NA,0.875,58,"AP3.1",NA,0.875
201044,NA,0.571428571428571,80,"AP3.1",NA,0.571428571428571
201045,NA,1.25,96,"AP3.1",NA,1.25
201046,NA,1.6,64,"AP3.1",NA,1.6
201047,NA,1.25,55,"AP3.1",NA,1.25
201048,NA,1.4,151,"AP3.1",NA,1.4
201049,NA,1.57142857142857,262,"AP3.1",NA,1.57142857142857
201050,NA,1.40909090909091,298,"AP3.1",NA,1.40909090909091
201051,NA,0.967741935483871,367,"AP3.1",NA,0.967741935483871
201052,NA,0.833333333333333,213,"AP3.1",NA,0.833333333333333
201101,NA,1,32,"AP3.1",NA,1
201102,NA,1.36,114,"AP3.1",NA,1.36
201103,60,1.29411764705882,72,"AP3.1",NA,1.29411764705882
201104,73,1.15909090909091,51,"AP3.1",NA,1.15909090909091
201105,108,1.45098039215686,56,"AP3.1",NA,1.45098039215686
201106,203,1.31081081081081,165,"AP3.1",1.59336099585062,1.31081081081081
201107,218,1.54639175257732,235,"AP3.1",1.37760416666667,1.54639175257732
201108,248,1.56,260,"AP3.1",1.26465028355388,1.56
201109,251,1.17094017094017,325,"AP3.1",1.07174887892377,1.17094017094017
201110,196,1.00729927007299,150,"AP3.1",0.96931659693166,1.00729927007299
201111,324,1.07608695652174,19,"AP3.1",1.10935251798561,1.07608695652174
201112,695,1.32323232323232,100,"AP3.1",1.57587548638132,1.32323232323232
201113,800,1.59796437659033,37,"AP3.1",1.49711934156379,1.59796437659033
201114,789,1.42515923566879,34,"AP3.1",1.25563496426608,1.42515923566879
201115,808,1.09050279329609,57,"AP3.1",1.04947460595447,1.09050279329609
201116,639,0.870901639344262,121,"AP3.1",0.932832707551106,0.870901639344262
201117,621,0.749411764705882,116,"AP3.1",0.924865831842576,0.749411764705882
201118,526,0.847723704866562,129,"AP3.1",0.863636363636364,0.847723704866562
201119,671,0.912962962962963,195,"AP3.1",1.01791713325868,0.912962962962963
201120,450,0.762677484787018,111,"AP3.1",0.905940594059406,0.762677484787018
201121,289,0.747340425531915,7,"AP3.1",0.856102003642987,0.747340425531915
201122,244,0.693950177935943,85,"AP3.1",0.697163120567376,0.693950177935943
201123,159,0.764102564102564,26,"AP3.1",0.703967446592065,0.764102564102564
201124,152,0.718120805369127,22,"AP3.1",0.802023121387283,0.718120805369127
201125,130,0.719626168224299,47,"AP3.1",0.794594594594595,0.719626168224299
201126,174,0.727272727272727,83,"AP3.1",1.03401360544218,0.727272727272727
201127,109,0.821428571428571,82,"AP3.1",0.905701754385965,0.821428571428571
201128,89,0.804347826086957,110,"AP3.1",0.900726392251816,0.804347826086957
201129,95,0.756756756756757,141,"AP3.1",0.787634408602151,0.756756756756757
201130,76,0.785714285714286,84,"AP3.1",0.887372013651877,0.785714285714286
201131,56,0.636363636363636,10,"AP3.1",0.873076923076923,0.636363636363636
201132,57,1.42857142857143,47,"AP3.1",0.832599118942731,1.42857142857143
201133,75,0.85,19,"AP3.1",0.994708994708995,0.85
201134,43,0.823529411764706,21,"AP3.1",0.930851063829787,0.823529411764706
201135,91,0.428571428571429,27,"AP3.1",1.19428571428571,0.428571428571429
201136,58,1,82,"AP3.1",0.91866028708134,1
201137,59,1.66666666666667,57,"AP3.1",1.08333333333333,1.66666666666667
201138,42,2.1,47,"AP3.1",0.764423076923077,2.1
201139,54,1.33333333333333,70,"AP3.1",0.974842767295597,1.33333333333333
201140,68,1,50,"AP3.1",1.05806451612903,1
201141,61,0.642857142857143,9,"AP3.1",1.11585365853659,0.642857142857143
201142,88,0.833333333333333,52,"AP3.1",1.18579234972678,0.833333333333333
201143,101,2.26666666666667,21,"AP3.1",1.15207373271889,2.26666666666667
201144,81,1.32352941176471,13,"AP3.1",1.08,1.32352941176471
201145,82,1.53333333333333,28,"AP3.1",0.977777777777778,1.53333333333333
201146,85,0.884057971014493,55,"AP3.1",0.939393939393939,0.884057971014493
201147,71,1.60655737704918,65,"AP3.1",0.959677419354839,1.60655737704918
201148,97,1.04081632653061,25,"AP3.1",1.06302521008403,1.04081632653061
201149,78,1.37254901960784,63,"AP3.1",0.972332015810277,1.37254901960784
201150,98,1.09285714285714,26,"AP3.1",1.10975609756098,1.09285714285714
201151,107,1.16339869281046,5,"AP3.1",1.03663003663004,1.16339869281046
201152,61,0.971910112359551,36,"AP3.1",0.939929328621908,0.971910112359551
201201,140,1.09248554913295,15,"AP3.1",1.15789473684211,1.09248554913295
201202,102,1.10582010582011,12,"AP3.1",0.983766233766234,1.10582010582011
201203,125,1.19617224880383,14,"AP3.1",1.21122112211221,1.19617224880383
201204,77,1.032,39,"AP3.1",0.828337874659401,1.032
201205,86,1.18217054263566,40,"AP3.1",0.947368421052632,1.18217054263566
201206,87,1.15409836065574,44,"AP3.1",0.868055555555556,1.15409836065574
201207,120,1.16761363636364,31,"AP3.1",1.172,1.16761363636364
201208,102,1.15328467153285,18,"AP3.1",1.05460750853242,1.15328467153285
201209,222,1.25316455696203,12,"AP3.1",1.4368932038835,1.25316455696203
201210,242,1.28787878787879,33,"AP3.1",1.27477477477477,1.28787878787879
201211,206,1.24183006535948,8,"AP3.1",1.18374558303887,1.24183006535948
201212,252,1.22947368421053,12,"AP3.1",1.04477611940298,1.22947368421053
201213,267,1.13869863013699,16,"AP3.1",1.03571428571429,1.13869863013699
201214,262,1,31,"AP3.1",1.07724137931034,1
201215,300,1.02932330827068,38,"AP3.1",1.06145966709347,1.02932330827068
201216,442,1.06501095690285,21,"AP3.1",1.21109770808203,1.06501095690285
201217,556,1.16460905349794,30,"AP3.1",1.29282868525896,1.16460905349794
201218,429,1.02120141342756,12,"AP3.1",1.09938366718028,1.02120141342756
201219,561,1.01903114186851,11,"AP3.1",1.08339173090399,1.01903114186851
201220,437,0.967741935483871,11,"AP3.1",0.923027166882277,0.967741935483871
201221,323,0.932748538011696,7,"AP3.1",0.925718290119131,0.932748538011696
201222,377,0.83448275862069,4,"AP3.1",0.860711582134746,0.83448275862069
201223,271,0.816679188580015,18,"AP3.1",0.854001759014952,0.816679188580015
201224,215,0.824287028518859,21,"AP3.1",0.888774459320288,0.824287028518859
201225,162,0.792410714285714,35,"AP3.1",0.750869061413673,0.792410714285714
201226,169,0.780281690140845,20,"AP3.1",0.842592592592593,0.780281690140845
201227,148,0.75812274368231,33,"AP3.1",0.877289377289377,0.75812274368231
201228,147,0.852380952380952,2,"AP3.1",0.968684759916493,0.852380952380952
201229,94,0.70391061452514,5,"AP3.1",0.838362068965517,0.70391061452514
201230,66,0.75,26,"AP3.1",0.789203084832905,0.75
